nct,outcome_title,unit,param_type,dispersion,arm,class,category,value,spread,ci_lo,ci_hi
NCT03730207,"Change in Vertebral Body Height at 1 Day, 3 Months, and 6 Months",millimetre,LEAST_SQUARES_MEAN,95% Confidence Interval,Xpede™ Bone Cement,Change in vertebral body height (Posterior height) restoration at 1 day,,-0.128,,-0.912,0.656
NCT03730207,"Change in Vertebral Body Height at 1 Day, 3 Months, and 6 Months",millimetre,LEAST_SQUARES_MEAN,95% Confidence Interval,Mendec Spine Bone Cement,Change in vertebral body height (Posterior height) restoration at 1 day,,-0.613,,-1.387,0.160
NCT03730207,"Change in Vertebral Body Height at 1 Day, 3 Months, and 6 Months",millimetre,LEAST_SQUARES_MEAN,95% Confidence Interval,Xpede™ Bone Cement,Change in vertebral body height (Posterior height) restoration at 3 months,,-0.821,,-1.682,0.041
NCT03730207,"Change in Vertebral Body Height at 1 Day, 3 Months, and 6 Months",millimetre,LEAST_SQUARES_MEAN,95% Confidence Interval,Mendec Spine Bone Cement,Change in vertebral body height (Posterior height) restoration at 3 months,,-1.579,,-2.426,-0.732
NCT03730207,"Change in Vertebral Body Height at 1 Day, 3 Months, and 6 Months",millimetre,LEAST_SQUARES_MEAN,95% Confidence Interval,Xpede™ Bone Cement,Change in vertebral body height (Posterior height) restoration at 6 months,,-0.862,,-1.628,-0.096
NCT03730207,"Change in Vertebral Body Height at 1 Day, 3 Months, and 6 Months",millimetre,LEAST_SQUARES_MEAN,95% Confidence Interval,Mendec Spine Bone Cement,Change in vertebral body height (Posterior height) restoration at 6 months,,-1.451,,-2.201,-0.702
NCT03738475,Change From Baseline in Ratio of Villus Height to Crypt Depth (Vh:Cd) at Day 29,ratio,MEAN,Standard Deviation,TIMP-GLIA 8 mg/kg,Baseline (Screening): Vh:Cd,,2.82,0.306,,
NCT03738475,Change From Baseline in Ratio of Villus Height to Crypt Depth (Vh:Cd) at Day 29,ratio,MEAN,Standard Deviation,Placebo,Baseline (Screening): Vh:Cd,,3.01,0.451,,
NCT03738475,Change From Baseline in Ratio of Villus Height to Crypt Depth (Vh:Cd) at Day 29,ratio,MEAN,Standard Deviation,TIMP-GLIA 8 mg/kg,Change at Day 29: Vh:Cd:,,-0.18,0.381,,
NCT03738475,Change From Baseline in Ratio of Villus Height to Crypt Depth (Vh:Cd) at Day 29,ratio,MEAN,Standard Deviation,Placebo,Change at Day 29: Vh:Cd:,,-0.63,0.657,,
NCT03768726,"Change From Baseline in Height and Waist Circumference at Week 6, 26 and Follow-up Visit",cm,MEAN,Standard Deviation,Ziprasidone in A1281198 and A1281201,"Height, Baseline",,159.82,10.182,,
NCT03768726,"Change From Baseline in Height and Waist Circumference at Week 6, 26 and Follow-up Visit",cm,MEAN,Standard Deviation,Placebo in A1281198 Then Ziprasidone in A1281201,"Height, Baseline",,161.69,11.996,,
NCT03768726,"Change From Baseline in Height and Waist Circumference at Week 6, 26 and Follow-up Visit",cm,MEAN,Standard Deviation,Ziprasidone in A1281198 and A1281201,"Height, Change at Week 6",,0.27,0.455,,
NCT03768726,"Change From Baseline in Height and Waist Circumference at Week 6, 26 and Follow-up Visit",cm,MEAN,Standard Deviation,Placebo in A1281198 Then Ziprasidone in A1281201,"Height, Change at Week 6",,0.77,0.984,,
NCT03768726,"Change From Baseline in Height and Waist Circumference at Week 6, 26 and Follow-up Visit",cm,MEAN,Standard Deviation,Ziprasidone in A1281198 and A1281201,"Height, Change at Week 26",,2.04,1.938,,
NCT03768726,"Change From Baseline in Height and Waist Circumference at Week 6, 26 and Follow-up Visit",cm,MEAN,Standard Deviation,Placebo in A1281198 Then Ziprasidone in A1281201,"Height, Change at Week 26",,0.55,1.535,,
NCT03768726,"Change From Baseline in Height and Waist Circumference at Week 6, 26 and Follow-up Visit",cm,MEAN,Standard Deviation,Ziprasidone in A1281198 and A1281201,"Height, Change at Follow-up Visit",,0.90,1.562,,
NCT03768726,"Change From Baseline in Height and Waist Circumference at Week 6, 26 and Follow-up Visit",cm,MEAN,Standard Deviation,Placebo in A1281198 Then Ziprasidone in A1281201,"Height, Change at Follow-up Visit",,2.42,1.413,,
NCT03768726,"Change From Baseline in Height and Waist Circumference at Week 6, 26 and Follow-up Visit",cm,MEAN,Standard Deviation,Ziprasidone in A1281198 and A1281201,"Waist Circumference, Baseline",,78.89,11.278,,
NCT03768726,"Change From Baseline in Height and Waist Circumference at Week 6, 26 and Follow-up Visit",cm,MEAN,Standard Deviation,Placebo in A1281198 Then Ziprasidone in A1281201,"Waist Circumference, Baseline",,80.23,13.981,,
NCT03768726,"Change From Baseline in Height and Waist Circumference at Week 6, 26 and Follow-up Visit",cm,MEAN,Standard Deviation,Ziprasidone in A1281198 and A1281201,"Waist Circumference, Change at Week 6",,-0.94,2.483,,
NCT03768726,"Change From Baseline in Height and Waist Circumference at Week 6, 26 and Follow-up Visit",cm,MEAN,Standard Deviation,Placebo in A1281198 Then Ziprasidone in A1281201,"Waist Circumference, Change at Week 6",,2.23,7.527,,
NCT03768726,"Change From Baseline in Height and Waist Circumference at Week 6, 26 and Follow-up Visit",cm,MEAN,Standard Deviation,Ziprasidone in A1281198 and A1281201,"Waist Circumference, Change at Week 26",,-1.02,2.278,,
NCT03768726,"Change From Baseline in Height and Waist Circumference at Week 6, 26 and Follow-up Visit",cm,MEAN,Standard Deviation,Placebo in A1281198 Then Ziprasidone in A1281201,"Waist Circumference, Change at Week 26",,1.29,4.210,,
NCT03768726,"Change From Baseline in Height and Waist Circumference at Week 6, 26 and Follow-up Visit",cm,MEAN,Standard Deviation,Ziprasidone in A1281198 and A1281201,"Waist Circumference, Change at Follow-up Visit",,-6.40,13.777,,
NCT03768726,"Change From Baseline in Height and Waist Circumference at Week 6, 26 and Follow-up Visit",cm,MEAN,Standard Deviation,Placebo in A1281198 Then Ziprasidone in A1281201,"Waist Circumference, Change at Follow-up Visit",,2.01,3.778,,
NCT03769675,Height,cm,MEDIAN,Inter-Quartile Range,Spinal Cord Stimulator Implant (SCS),baseline,,173,,160,185
NCT03769675,Height,cm,MEDIAN,Inter-Quartile Range,Spinal Cord Stimulator Implant (SCS),12 months,,175,,159,186
NCT03782701,Palpebral Fissure Height,milimeter,MEAN,Standard Deviation,Lumify Eye Drop,Baseline,,9.64,1.71,,
NCT03782701,Palpebral Fissure Height,milimeter,MEAN,Standard Deviation,Saline Solution Eye Drop,Baseline,,9.66,1.62,,
NCT03782701,Palpebral Fissure Height,milimeter,MEAN,Standard Deviation,Lumify Eye Drop,5 minutes after application,,9.92,1.33,,
NCT03782701,Palpebral Fissure Height,milimeter,MEAN,Standard Deviation,Saline Solution Eye Drop,5 minutes after application,,9.96,1.35,,
NCT03782701,Palpebral Fissure Height,milimeter,MEAN,Standard Deviation,Lumify Eye Drop,15 minutes after application,,9.85,1.42,,
NCT03782701,Palpebral Fissure Height,milimeter,MEAN,Standard Deviation,Saline Solution Eye Drop,15 minutes after application,,9.96,1.40,,
NCT03782701,Palpebral Fissure Height,milimeter,MEAN,Standard Deviation,Lumify Eye Drop,30 minutes after application,,9.86,1.32,,
NCT03782701,Palpebral Fissure Height,milimeter,MEAN,Standard Deviation,Saline Solution Eye Drop,30 minutes after application,,9.84,1.26,,
NCT03794609,Change From Baseline in Standing Height,centimeter (cm),MEAN,Standard Deviation,Male (Aged <2 Years),Baseline,,64.1,6.50,,
NCT03794609,Change From Baseline in Standing Height,centimeter (cm),MEAN,Standard Deviation,Female (Aged <2 Years),Baseline,,61.8,5.27,,
NCT03794609,Change From Baseline in Standing Height,centimeter (cm),MEAN,Standard Deviation,Male (Aged ≥2 Years),Baseline,,90.7,12.26,,
NCT03794609,Change From Baseline in Standing Height,centimeter (cm),MEAN,Standard Deviation,Female (Aged ≥2 Years),Baseline,,88.8,11.52,,
NCT03794609,Change From Baseline in Standing Height,centimeter (cm),MEAN,Standard Deviation,Male (Aged <2 Years),Change at 1 year,,8.4,5.74,,
NCT03794609,Change From Baseline in Standing Height,centimeter (cm),MEAN,Standard Deviation,Female (Aged <2 Years),Change at 1 year,,9.6,2.53,,
NCT03794609,Change From Baseline in Standing Height,centimeter (cm),MEAN,Standard Deviation,Male (Aged ≥2 Years),Change at 1 year,,4.6,1.30,,
NCT03794609,Change From Baseline in Standing Height,centimeter (cm),MEAN,Standard Deviation,Female (Aged ≥2 Years),Change at 1 year,,4.8,1.44,,
NCT03794609,Change From Baseline in Standing Height,centimeter (cm),MEAN,Standard Deviation,Male (Aged <2 Years),Change at 2 years,,18.8,1.72,,
NCT03794609,Change From Baseline in Standing Height,centimeter (cm),MEAN,Standard Deviation,Female (Aged <2 Years),Change at 2 years,,15.7,4.94,,
NCT03794609,Change From Baseline in Standing Height,centimeter (cm),MEAN,Standard Deviation,Male (Aged ≥2 Years),Change at 2 years,,8.8,2.03,,
NCT03794609,Change From Baseline in Standing Height,centimeter (cm),MEAN,Standard Deviation,Female (Aged ≥2 Years),Change at 2 years,,9.0,2.01,,
NCT03794609,Change From Baseline in Standing Height,centimeter (cm),MEAN,Standard Deviation,Male (Aged ≥2 Years),Change at 3 years,,12.5,2.69,,
NCT03794609,Change From Baseline in Standing Height,centimeter (cm),MEAN,Standard Deviation,Female (Aged ≥2 Years),Change at 3 years,,13.4,2.79,,
NCT03794609,Change From Baseline in Standing Height,centimeter (cm),MEAN,Standard Deviation,Male (Aged ≥2 Years),Change at 4 years,,11.6,2.03,,
NCT03794609,Change From Baseline in Sitting Height,cm,MEAN,Standard Deviation,Male (Aged <2 Years),Baseline,,46.2,4.39,,
NCT03794609,Change From Baseline in Sitting Height,cm,MEAN,Standard Deviation,Female (Aged <2 Years),Baseline,,44.8,3.54,,
NCT03794609,Change From Baseline in Sitting Height,cm,MEAN,Standard Deviation,Male (Aged ≥2 Years),Baseline,,61.3,6.78,,
NCT03794609,Change From Baseline in Sitting Height,cm,MEAN,Standard Deviation,Female (Aged ≥2 Years),Baseline,,59.9,6.64,,
NCT03794609,Change From Baseline in Sitting Height,cm,MEAN,Standard Deviation,Male (Aged <2 Years),Change at 1 year,,7.5,5.66,,
NCT03794609,Change From Baseline in Sitting Height,cm,MEAN,Standard Deviation,Female (Aged <2 Years),Change at 1 year,,6.7,1.49,,
NCT03794609,Change From Baseline in Sitting Height,cm,MEAN,Standard Deviation,Male (Aged ≥2 Years),Change at 1 year,,2.6,1.06,,
NCT03794609,Change From Baseline in Sitting Height,cm,MEAN,Standard Deviation,Female (Aged ≥2 Years),Change at 1 year,,2.9,1.11,,
NCT03794609,Change From Baseline in Sitting Height,cm,MEAN,Standard Deviation,Male (Aged <2 Years),Change at 2 years,,14.3,1.11,,
NCT03794609,Change From Baseline in Sitting Height,cm,MEAN,Standard Deviation,Female (Aged <2 Years),Change at 2 years,,10.8,3.41,,
NCT03794609,Change From Baseline in Sitting Height,cm,MEAN,Standard Deviation,Male (Aged ≥2 Years),Change at 2 years,,4.9,1.49,,
NCT03794609,Change From Baseline in Sitting Height,cm,MEAN,Standard Deviation,Female (Aged ≥2 Years),Change at 2 years,,5.6,1.27,,
NCT03794609,Change From Baseline in Sitting Height,cm,MEAN,Standard Deviation,Male (Aged ≥2 Years),Change at 3 years,,7.0,1.74,,
NCT03794609,Change From Baseline in Sitting Height,cm,MEAN,Standard Deviation,Female (Aged ≥2 Years),Change at 3 years,,7.8,1.85,,
NCT03794609,Change From Baseline in Sitting Height,cm,MEAN,Standard Deviation,Male (Aged ≥2 Years),Change at 4 years,,6.3,1.65,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Male (Aged <2 Years),Baseline,,15.0,2.16,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Female (Aged <2 Years),Baseline,,14.0,1.92,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Male (Aged 2-10 Years),Baseline,,22.5,3.91,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Female (Aged 2-10 Years),Baseline,,21.9,3.69,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Male (Aged ≥10 Years),Baseline,,29.1,3.64,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Female (Aged ≥10 Years),Baseline,,27.8,2.70,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Male (Aged <2 Years),Change at 1 year,,2.3,1.39,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Female (Aged <2 Years),Change at 1 year,,2.7,0.95,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Male (Aged 2-10 Years),Change at 1 year,,1.6,1.00,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Female (Aged 2-10 Years),Change at 1 year,,1.5,0.93,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Male (Aged ≥10 Years),Change at 1 year,,1.3,0.83,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Female (Aged ≥10 Years),Change at 1 year,,1.4,0.16,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Male (Aged <2 Years),Change at 2 years,,4.6,1.03,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Female (Aged <2 Years),Change at 2 years,,4.8,1.44,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Male (Aged 2-10 Years),Change at 2 years,,3.2,1.96,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Female (Aged 2-10 Years),Change at 2 years,,3.4,1.44,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Male (Aged ≥10 Years),Change at 2 years,,2.0,0.41,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Male (Aged <2 Years),Change at 3 years,,6.2,0.95,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Female (Aged <2 Years),Change at 3 years,,6.4,1.85,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Male (Aged 2-10 Years),Change at 3 years,,4.5,2.31,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Female (Aged 2-10 Years),Change at 3 years,,5.0,1.99,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Male (Aged ≥10 Years),Change at 3 years,,3.4,0.99,,
NCT03794609,Change From Baseline in Knee Height,cm,MEAN,Standard Deviation,Male (Aged 2-10 Years),Change at 4 years,,3.5,1.25,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Male (Aged <2 Years),Baseline,,56.5,6.13,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Female (Aged <2 Years),Baseline,,55.2,5.89,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Male (Aged 2-10 Years),Baseline,,80.5,11.07,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Female (Aged 2-10 Years),Baseline,,79.4,11.51,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Male (Aged ≥10 Years),Baseline,,99.3,10.09,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Female (Aged ≥10 Years),Baseline,,99.3,3.54,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Male (Aged <2 Years),Change at 1 year,,7.7,1.94,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Female (Aged <2 Years),Change at 1 year,,8.6,2.02,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Male (Aged 2-10 Years),Change at 1 year,,4.2,1.63,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Female (Aged 2-10 Years),Change at 1 year,,4.4,1.76,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Male (Aged ≥10 Years),Change at 1 year,,-1.1,10.93,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Female (Aged ≥10 Years),Change at 1 year,,4.2,1.16,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Male (Aged <2 Years),Change at 2 years,,12.8,2.40,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Female (Aged <2 Years),Change at 2 years,,14.3,3.16,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Male (Aged 2-10 Years),Change at 2 years,,8.6,2.24,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Female (Aged 2-10 Years),Change at 2 years,,8.7,2.41,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Male (Aged ≥10 Years),Change at 2 years,,7.2,0.88,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Male (Aged <2 Years),Change at 3 years,,17.0,2.16,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Female (Aged <2 Years),Change at 3 years,,17.9,4.29,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Male (Aged 2-10 Years),Change at 3 years,,11.6,2.71,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Female (Aged 2-10 Years),Change at 3 years,,12.4,2.69,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Male (Aged ≥10 Years),Change at 3 years,,10.7,0.96,,
NCT03794609,Change From Baseline in Arm Span,cm,MEAN,Standard Deviation,Male (Aged 2-10 Years),Change at 4 years,,10.1,2.19,,
NCT03811535,Height Velocity: In-trial Observation Period,centimeters per year (cm/year),MEAN,Standard Deviation,Norditropin,,,11.8,2.9,,
NCT03811535,Height Velocity: In-trial Observation Period,centimeters per year (cm/year),MEAN,Standard Deviation,Somapacitan,,,11.2,2.5,,
NCT03811535,Height Velocity: On-treatment Observation Period,cm/year,MEAN,Standard Deviation,Norditropin,,,11.8,2.9,,
NCT03811535,Height Velocity: On-treatment Observation Period,cm/year,MEAN,Standard Deviation,Somapacitan,,,11.2,2.5,,
NCT03811535,Change in Bone Age,Years,MEAN,Standard Deviation,Norditropin,,,1.28,0.76,,
NCT03811535,Change in Bone Age,Years,MEAN,Standard Deviation,Somapacitan,,,1.13,0.78,,
NCT03811535,Change in Height Standard Deviation Score (HSDS),Score on a scale,MEAN,Standard Deviation,Norditropin,,,1.37,0.69,,
NCT03811535,Change in Height Standard Deviation Score (HSDS),Score on a scale,MEAN,Standard Deviation,Somapacitan,,,1.21,0.54,,
NCT03811535,Change in Height Velocity Standard Deviation Score (HV SDS),Score on a scale,MEAN,Standard Deviation,Norditropin,,,8.97,4.38,,
NCT03811535,Change in Height Velocity Standard Deviation Score (HV SDS),Score on a scale,MEAN,Standard Deviation,Somapacitan,,,7.97,3.36,,
NCT03820258,Change From Baseline in Height Percentiles as a Measurement of Growth and Development,percentile,MEDIAN,Inter-Quartile Range,SOF/VEL/VOX FDC,Baseline,,47.9,,32.4,63.2
NCT03820258,Change From Baseline in Height Percentiles as a Measurement of Growth and Development,percentile,MEDIAN,Inter-Quartile Range,SOF/VEL/VOX FDC,Change at Week 8,,0.0,,-3.0,1.3
NCT03820258,Change From Baseline in Height Percentiles as a Measurement of Growth and Development,percentile,MEDIAN,Inter-Quartile Range,SOF/VEL/VOX FDC,Change at FU-12,,0.0,,-2.2,3.8
