nct,duration_class,velocity_class,both,child,adult_height_endpoint,has_results,n,minage,maxage,status,start,sponsor,intervention,condition,title
NCT04341545,aromatase_inhibitor,,False,False,False,False,214,18 Years,,UNKNOWN,2020-12-01,"Queen Mary Hospital, Hong Kong","Placebos, Letrozole tablets",Tubal Pregnancy,Letrozole in Tubal Ectopic Pregnancy
NCT07401381,aromatase_inhibitor,,False,False,False,False,120,18 Years,80 Years,RECRUITING,2026-06-08,Rovi Pharmaceuticals Laboratories,"US-sourced oral Femara® + Letrozole SIE, EU sourced oral Femara® + Letrozole SIE",Hormone Receptor Positive Early Breast Cancer,A Study to Compare the Steady-State Bioavailability of Injectable Letrozole SIE and Oral Letrozole in Post-Menopausal Wo
NCT03181919,aromatase_inhibitor,,False,False,False,False,90,20 Years,35 Years,COMPLETED,2016-01-01,Benha University,Letrozole,Infertility Poly Cystic Ovary,Letrozole Step-up Protocol for Ovulation Induction in Infertile Women With PCOS
NCT07492641,aromatase_inhibitor,,False,False,False,False,1056,18 Years,,RECRUITING,2026-05-22,BeOne Medicines,"BGB-43395, Letrozole, Abemaciclib, Palbociclib, Ribociclib",HR+/HER2- Breast Cancer,BGB-43395 Plus Letrozole Versus CDK4/6i Plus Letrozole for Patients With Advanced or Metastatic HR+/HER2- Breast Cancer 
NCT05700006,aromatase_inhibitor,,False,False,False,False,94,18 Years,,COMPLETED,2022-07-25,University of Michigan,Aromatase inhibitor,"Breast Neoplasm Female, Arthralgia, Aging",Pilot Observational Study Examining the Effect of Endocrine Therapy on Aging
NCT00171847,aromatase_inhibitor,,False,False,False,False,93,18 Years,,TERMINATED,2003-03,Novartis Pharmaceuticals,"Letrozole, Trastuzumab plus Letrozole, Letrozole",Metastatic Breast Cancer,Study of the Efficacy and Safety of Letrozole Combined With Trastuzumab in Patients With Metastatic Breast Cancer
NCT07691333,aromatase_inhibitor,,False,False,False,False,35,18 Years,75 Years,NOT_YET_RECRUITING,2026-06-30,Fujian Cancer Hospital,"Kumorixilib 180mg, Capecitabine 500mg, Letrozole 2.5mg","HR+/HER2- Breast Cancer, Breast Neoplasms",Kumorixilib Plus Capecitabine and Letrozole for Neoadjuvant Treatment of HR-Positive HER2-Negative Breast Cancer
NCT05181033,aromatase_inhibitor|estrogen_blockade,,False,False,False,False,120,18 Years,99 Years,RECRUITING,2021-12-27,"National University Hospital, Singapore","Lenvatinib + Letrozole, Fulvestrant",Breast Cancer,"Lenvatinib+Letrozole Versus Fulvestrant in Metastatic ER+/HER2- Breast Cancer, Post Progression on Al + CDK4/6 Inhibitor"
NCT03285802,aromatase_inhibitor,,False,False,False,False,1,18 Years,,COMPLETED,2017-09-07,Greater Baltimore Medical Center,"Letrozole, Everolimus",Uterine Cancer,Treatment Plan for an Individual Patient With Recurrent Uterine Papillary Serous Carcinoma (UPSC) With PIK3CA Gene Mutat
NCT07596212,gnrh_analogue,,False,False,False,False,100,18 Years,,NOT_YET_RECRUITING,2026-07,University of Illinois at Chicago,"Aromatase Inhibitors, Bupropion, GnRH agonist","Early-stage Breast Cancer, Hypoactive Sexual Desire Disorder, Hormone ",BRE-06: Study to Increase Tolerance to Aromatase Inhibitors for Patients With Early-Stage Hormone Receptor Positive Brea
NCT00090857,aromatase_inhibitor,,False,False,False,True,49,35 Years,120 Years,COMPLETED,2002-02,Dana-Farber Cancer Institute,"Letrozole, Placebo",Breast Cancer,Letrozole in Preventing Breast Cancer in Postmenopausal Women
NCT00338728,aromatase_inhibitor,,False,True,False,True,59,,,COMPLETED,2003-10-03,M.D. Anderson Cancer Center,"Imatinib Mesylate, Letrozole","Anatomic Stage IV Breast Cancer AJCC v8, Estrogen Receptor Positive, K",Letrozole and Imatinib Mesylate in Treating Postmenopausal Participants With Estrogen or Progesterone Positive Metastati
NCT00107263,aromatase_inhibitor,,False,False,False,False,558,18 Years,,COMPLETED,2005-01,Alliance for Clinical Trials in Oncology,"letrozole, zoledronic acid","Breast Cancer, Osteoporosis","Zoledronate in Preventing Bone Loss in Postmenopausal Women Who Are Receiving Letrozole for Stage I, Stage II, or Stage "
NCT02657928,aromatase_inhibitor,,False,False,False,True,40,18 Years,,COMPLETED,2016-07-08,Mayo Clinic,"Laboratory Biomarker Analysis, Letrozole, Ribociclib","Estrogen Receptor Positive, Postmenopausal, Recurrent Fallopian Tube C","Ribociclib and Letrozole in Treating Patients With Relapsed ER Positive Ovarian, Fallopian Tube, Primary Peritoneal, or "
NCT03009838,aromatase_inhibitor,,False,False,False,False,150,20 Years,35 Years,UNKNOWN,2017-01-02,Assiut University,"Letrozole, ovarian drilling",Infertility,Letrozole Versus Laparoscopic Ovarian Drilling in Polycystic Ovary Syndrome
NCT02912988,aromatase_inhibitor,,False,False,False,False,900,18 Years,42 Years,COMPLETED,2018-03-01,The University of Hong Kong,Letrozole,Subfertility,Letrozole in Stimulated IVF Cycles
NCT04059484,aromatase_inhibitor|estrogen_blockade,,False,False,False,True,367,18 Years,,TERMINATED,2019-10-22,Sanofi,"Amcenestrant, Fulvestrant, Anastrozole, Letrozole, Exemestane, Tamoxifen",Breast Cancer Metastatic,Phase 2 Study of Amcenestrant (SAR439859) Versus Physician's Choice in Locally Advanced or Metastatic ER-positive Breast
NCT05467891,aromatase_inhibitor|estrogen_blockade,,False,False,False,False,200,18 Years,,RECRUITING,2022-09-13,Oana Danciu,"Ribociclib, Fulvestrant, Anastrozole, Letrozole, Exemestane","Locoregional Recurrence, Hormone Receptor-positive Breast Cancer, HER2","Ribociclib And Endocrine Treatment of Physician's Choice for Locoregional Recurrent, Resected Hormone Receptor Positive "
NCT05860465,,,False,False,False,False,254,18 Years,75 Years,RECRUITING,2023-09-08,"Shanghai Pharmaceuticals Holding Co., Lt","SPH4336 Tablets, SPH4336 Tablets Placebo",Locally Advanced or Metastatic Breast Cancer,Safety and Efficacy of SPH4336 in Combination With Endocrine Therapy in the Treatment of Locally Advanced or Metastatic 
NCT01069211,aromatase_inhibitor,,False,True,False,False,876,,,UNKNOWN,2010-01,Korean Breast Cancer Study Group,,Breast Cancer,Clinical Outcomes After Letrozole Treatment According to the Estrogen Receptor Expression in Postmenopausal Women
NCT04069117,aromatase_inhibitor,,False,False,False,False,200,20 Years,40 Years,COMPLETED,2019-08-01,Mansoura University Hospital,"letrozole 2.5mg (Femara; Novartis Pharma Services, Basel, Switzerland)",Polycystic Ovarian Syndrome,Follicular Synchronization in PCOS Patients Undergoing ICSI
NCT05765305,aromatase_inhibitor,,False,False,False,False,90,18 Years,35 Years,COMPLETED,2018-09-01,Cairo University,Letrozole with chromium,Polycystic Ovary Syndrome,Combined Chromium With Letrozole Versus Letrozole Only in Induction of Ovulation in Patients With Polycystic Ovary Syndr
NCT03281902,,,False,False,False,False,68,18 Years,,ACTIVE_NOT_RECRUITING,2017-11-13,Mayo Clinic,"Biopsy, Biospecimen Collection, Laboratory Biomarker Analysis","Advanced Breast Carcinoma, Locally Advanced Breast Carcinoma, Metastat",Genetic Analysis in Blood and Tumor Samples From Patients With Advanced or Metastatic Estrogen Receptor Positive and HER
NCT00171314,aromatase_inhibitor,,False,False,False,True,527,18 Years,,COMPLETED,2004-03,Novartis Pharmaceuticals,"Zoledronic acid, Letrozole",Breast Cancer,The Use of Zoledronic Acid to Prevent Cancer-treatment Bone Loss in Post-menopausal Women Receiving Adjuvant Letrozole f
NCT06630325,aromatase_inhibitor|estrogen_blockade,,False,False,False,True,6,18 Years,,TERMINATED,2025-06-24,OHSU Knight Cancer Institute,"Abemaciclib, Biopsy, Bone Scan, Echocardiography, Exemestane, Gemcitabine, Letrozole, Multigated Acquisition Scan, Osime","Advanced Breast Carcinoma, Advanced Malignant Solid Neoplasm, Advanced","A Precision Medicine Approach (SMMART-ACT) for the Treatment of Patients With Advanced Sarcoma, Prostate, Breast, Ovaria"
NCT03425838,aromatase_inhibitor|estrogen_blockade,,False,False,False,False,1050,18 Years,,ACTIVE_NOT_RECRUITING,2017-11-09,Borstkanker Onderzoek Groep,"CDK 4/6 inhibitor, Non-Steroidal Aromatase Inhibitor, Fulvestrant",Breast Neoplasm Female,Endocrine Therapy Plus CDK4/6 in First or Second Line for Hormone (SONIA) Receptor Positive Advanced Breast Cancer
NCT05640778,,,False,False,False,False,30,18 Years,75 Years,UNKNOWN,2022-10-01,"Second Affiliated Hospital, Zhejiang Uni",Dalpiciclib combined with aromatase inhibitors,Luminal B/HER2-negative Breast Cancer,Neoadjuvant Dalpiciclib Plus Aromatase Inhibitors in Luminal B/HER2-negative Breast Cancer (DANCER)
NCT03624244,,,False,False,False,False,40,18 Years,,RECRUITING,2019-01-23,Centre Leon Berard,Aromatase Inhibitors,Low Grade Endometrial Stromal Sarcoma,Evaluation of Clinical Impact of Interruption VS Maintenance of AI in Patients With Locally Advanced/ Metastatic Low Gra
NCT01367626,aromatase_inhibitor,,False,False,False,False,28,18 Years,45 Years,COMPLETED,2008-03,Roxane Laboratories,"letrozole, letrozole",Breast Cancer,Bioequivalency Study of Letrozole 2.5 mg Tablets Under Fed Conditions
NCT06495164,aromatase_inhibitor,,False,False,False,False,1,18 Years,,ACTIVE_NOT_RECRUITING,2024-06-24,Pfizer,"Palbociclib, Aromatase inhibitor, Ribociclib, Abemaciclib","Breast Cancer, Malignant Neoplasm of Breast",A Real-life Study to Understand the Use and Effects of Palbociclib in US Patients With Breast Cancer
NCT02304107,aromatase_inhibitor|estrogen_blockade,,False,False,False,False,140,20 Years,40 Years,COMPLETED,2013-05,Cairo University,"FSH, Letrozole",Infertility,Comparison Between Letrozole and Urinary Purified FSH in Women With Clomiphene Citrate Resistant Polycystic Ovarian Synd
NCT00863655,aromatase_inhibitor,,False,False,False,True,724,18 Years,,COMPLETED,2009-06-03,Novartis Pharmaceuticals,"Everolimus, Exemestane, Everolimus Placebo",Breast Cancer,Everolimus in Combination With Exemestane in the Treatment of Postmenopausal Women With Estrogen Receptor Positive Local
NCT06413771,aromatase_inhibitor,,False,False,False,False,131,18 Years,35 Years,COMPLETED,2023-01-01,Uludag University,"Letrozole 2.5mg, Gonadotropin",Infertility Unexplained,Only Gonadotropin Vs. Letrozole Combined Gonadotropin Stimulation in IUI Cycles
NCT06928844,,,False,False,False,False,120,20 Years,35 Years,RECRUITING,2025-04-15,The General Authority for Teaching Hospi,"Progesterone, Placebo","Low Dose, Progesterone, Triggering Ovulation",Role of Low Dose Injectable Progesterone in Triggering Ovulation
NCT06369285,,,False,False,False,False,225,18 Years,,RECRUITING,2024-11-19,"Puma Biotechnology, Inc.","Alisertib, Endocrine therapy","Hormone Receptor Positive HER-2 Negative Breast Cancer, Metastatic Bre","A Study of Alisertib in Combination With Endocrine Therapy in Patients With HR-positive, HER2-negative Recurrent or Meta"
NCT05469750,aromatase_inhibitor,,False,False,False,False,48,18 Years,75 Years,UNKNOWN,2022-08-10,Fujian Medical University Union Hospital,Dalpiciclib+ letrozole +capecitabine,Advanced Breast Cancer,Dalpiciclib Plus Letrozole and Capecitabine
NCT06086340,aromatase_inhibitor,,False,False,False,True,779,65 Years,,COMPLETED,2023-09-29,Pfizer,"Palbociclib, Aromatase Inhibitor",Breast Cancer,Study to Compare Overall Survival in Medicare Patients With Metastatic Breast Cancer Treated With a Medicine Called Palb
NCT00756717,aromatase_inhibitor|estrogen_blockade,,False,False,False,True,22,18 Years,,COMPLETED,2008-02-14,Loyola University,MK-0752,Breast Cancer,Study Of MK-0752 In Combination With Tamoxifen Or Letrozole to Treat Early Stage Breast Cancer
NCT07225790,aromatase_inhibitor,,False,False,False,False,3883,18 Years,,COMPLETED,2025-11-03,Brigham and Women's Hospital,"Initiation of abemaciclib plus letrozole/anastrozole, Initiation of letrozole/anastrozole",Advanced Breast Cancer,Emulation of the MONARCH-3 Trial Using Specialty Oncology Electronic Health Records Databases
NCT01367652,aromatase_inhibitor,,False,False,False,False,28,18 Years,45 Years,COMPLETED,2008-03,Roxane Laboratories,"Letrozole, Letrozole",Breast Cancer,Bioequivalency Study of Letrozole 2.5 mg Tablets Under Fasted Conditions
NCT02137538,aromatase_inhibitor,,False,True,True,True,79,10 Years,17 Years,COMPLETED,2009-11-18,Stanford University,"Letrozole, Anastrozole",Short Stature,Aromatase Inhibitor Growth Study: Letrozole vs. Anastrozole
NCT05837455,aromatase_inhibitor,,False,False,False,False,81,18 Years,,RECRUITING,2024-05-30,Washington University School of Medicine,"VENTANA MIB-1 Ki67 assay, Oncotype DX® Recurrence Score, PAM50-based Prosigna breast cancer gene signature assay, Anastr","Breast Cancer, Cancer of the Breast","NeoTAILOR: ABiomarker-directed Approach to Guide Neoadjuvant Therapy for Patients With Stage II/III ER-positive, HER2-ne"
NCT02400567,aromatase_inhibitor,,False,False,False,False,125,18 Years,,COMPLETED,2015-01,UNICANCER,"Fluorouracile, Epirubicin, Cyclophosphamide, Letrozole, Palbociclib",Neoadjuvant Operable Breast Cancer,Efficacy of Letrozole + Palbociclib Combination as Neoadjuvant Treatment of Stage II-IIIA PAM 50 ROR-defined Low or Inte
NCT03321981,,,False,False,False,True,105,18 Years,,COMPLETED,2018-01-15,Merus B.V.,"Zenocutuzumab, Trastuzumab, Vinorelbine, Endocrine therapy",Breast Cancer Metastatic,MCLA-128 With Trastuzumab/Chemotherapy in HER2+ and With Endocrine Therapy in ER+ and Low HER2 Breast Cancer.
NCT02246621,aromatase_inhibitor,,False,False,False,True,493,18 Years,,ACTIVE_NOT_RECRUITING,2014-11-06,Eli Lilly and Company,"Abemaciclib, Anastrozole, Letrozole, Placebo",Breast Cancer,A Study of Nonsteroidal Aromatase Inhibitors Plus Abemaciclib (LY2835219) in Postmenopausal Women With Breast Cancer
NCT00263198,aromatase_inhibitor,,False,False,False,False,4,18 Years,,TERMINATED,2006-03,Washington University School of Medicine,"PTK787/ZK222584, Letrozole",Breast Neoplasms,PTK and Letrozole in Post-menopausal Women With Advanced Breast Cancer
NCT02739516,aromatase_inhibitor,,False,False,False,False,108,18 Years,35 Years,COMPLETED,2014-06,Benha University,"Human chorionic gonadotropin, FSH co-trigger, Letrozole",Unexplained Infertility,Dual FSH/HCG Trigger in Letrozole Stimulated Intrauterine Insemination Cycles in Women With Unexplained Infertility
NCT05262400,aromatase_inhibitor|estrogen_blockade,,False,False,False,False,192,18 Years,,ACTIVE_NOT_RECRUITING,2022-03-14,Pfizer,"PF-07220060 + PF-07104091 combination dose escalation, PF-07220060 + PF-07104091 combination dose escalation, PF-0722006","Breast Cancer, Solid Tumors",A Study to Learn About the Study Medicine (Called PF-07220060 in Combination With PF-07104091) In Participants With Brea
NCT04486911,aromatase_inhibitor,,False,False,False,False,89,18 Years,80 Years,ACTIVE_NOT_RECRUITING,2020-07-27,Shengjing Hospital,"Pyrotinib maleate, SHR6390, letrozole",Breast Cancer,"Pyrotinib Maleate, CDK4/6 Inhibitor and Letrozole in Combination for Stage II-III TPBC: a Phase II Trial"
NCT01642186,aromatase_inhibitor|gnrh_analogue,,False,True,False,True,28,12 Years,,COMPLETED,2012-07-12,Memorial Sloan Kettering Cancer Center,"everolimus, letrozole plus leuprolide, combination of everolimus, letrozole and leuprolide","Fibrolamellar Carcinoma, Fibrolamellar Liver Cancer","Study of (1) Everolimus, (2) Estrogen Deprivation Therapy (EDT) With Leuprolide + Letrozole and (3) Everolimus + EDT in "
NCT02619162,aromatase_inhibitor,,False,False,False,False,25,18 Years,,COMPLETED,2015-07,Centro Nacional de Investigaciones Oncol,"Nintedanib, Letrozole",Breast Cancer,Nintedanib+Letrozole in Postmenopausal Women With Breast Cancer: Clinical Trial Safety and Pharmacodynamics
NCT06075953,aromatase_inhibitor|estrogen_blockade,,False,False,False,False,400,18 Years,,RECRUITING,2024-02-17,QuantumLeap Healthcare Collaborative,"Tamoxifen, Exemestane, Letrozole, Anastrazole, Testosterone + Anastrazole, Elacestrant, Z-endoxifen",Ductal Carcinoma in Situ,DCIS: RECAST Trial Ductal Carcinoma In Situ: Re-Evaluating Conditions for Active Surveillance Suitability as Treatment
NCT05594095,estrogen_blockade|gnrh_analogue,,False,False,False,False,620,18 Years,,RECRUITING,2022-12-30,Fudan University,"PIK3CA inhibitor, AKT inhibitor, Carrelizumab, Famitinib, Fluzoparib, Dalpiciclib, SHR-A1811, Everolimus, Aromatase Inhi","Breast Neoplasm, Breast Cancer, Hormone Receptor Positive Tumor, HER2-",SNF Platform Study of HR+/ HER2-advanced Breast Cancer
NCT01208441,aromatase_inhibitor,,False,False,False,False,28,18 Years,,TERMINATED,2010-11,National Cancer Institute (NCI),"letrozole, gamma-secretase/Notch signalling pathway inhibitor RO4929097, therapeutic conventional surgery, breast biopsy","Estrogen Receptor-positive Breast Cancer, HER2-negative Breast Cancer,",RO4929097 and Letrozole in Treating Post-Menopausal Women With Hormone Receptor-Positive Stage II or Stage III Breast Ca
NCT00004205,aromatase_inhibitor|estrogen_blockade,,False,False,False,False,8028,30 Years,120 Years,COMPLETED,1998-03,ETOP IBCSG Partners Foundation,"letrozole, tamoxifen citrate",Breast Cancer,Letrozole or Tamoxifen in Treating Postmenopausal Women With Breast Cancer
NCT00899288,,,False,False,False,False,60,30 Years,,TERMINATED,2005-04,ETOP IBCSG Partners Foundation,spectroscopy,"Breast Cancer, Osteoporosis",Fingernails in Evaluating Bone Health in Postmenopausal Women With Breast Cancer Undergoing Hormone Therapy on Clinical 
NCT04666805,aromatase_inhibitor|estrogen_blockade,,False,False,False,False,1354,18 Years,85 Years,UNKNOWN,2020-07-01,First Hospital of China Medical Universi,"Tamoxifen, Toremifene, Anastrozole, Letrozole, Exemestane",Breast Cancer,Effect of Endocrine Therapy Duration on Clinical Outcome of Patients With HR+ Intraductal Carcinoma of the Breast
