gene	youth_z
MYZAP	-0.6557
CHMP5	-0.6559
GEM	-0.6573
AFAP1L2	-0.6583
ATP6AP2	-0.6611
FAM111A	-0.6633
GM2A	-0.6650
JAG1	-0.6666
TIMP2	-0.6673
GPR183	-0.6724
ZC3HAV1	-0.6727
DYNLT3	-0.6780
RELN	-0.6788
GDPD2	-0.6790
ABCB7	-0.6828
RAI14	-0.6830
ALG5	-0.6920
DOK4	-0.6952
RAD51D	-0.6970
PODXL	-0.7005
PTER	-0.7006
CPOX	-0.7012
ITM2C	-0.7026
SMPD1	-0.7052
OSTM1	-0.7069
ABCA1	-0.7088
SLC43A3	-0.7099
DGKI	-0.7147
ZCCHC24	-0.7150
SLC30A1	-0.7156
TMEM123	-0.7176
SCARA3	-0.7181
COL5A2	-0.7189
NKD1	-0.7211
CSTB	-0.7234
FUNDC1	-0.7241
SEMA4B	-0.7306
TSC22D3	-0.7316
APBB1IP	-0.7330
GPNMB	-0.7331
GPX1	-0.7335
MDFIC	-0.7338
ANTXR1	-0.7360
FRK	-0.7371
TTK	-0.7387
CYB5A	-0.7397
PXK	-0.7400
SNAPC5	-0.7420
PCED1B	-0.7423
ARSB	-0.7423
LOX	-0.7432
IGFBP3	-0.7454
PEAR1	-0.7495
ADAMTS7	-0.7502
KLF11	-0.7524
PAK1	-0.7555
DYSF	-0.7578
ITGA4	-0.7589
DOCK11	-0.7591
FAM117A	-0.7592
MYD88	-0.7605
SH3BGRL	-0.7629
CREB3L1	-0.7694
PDE3A	-0.7724
JADE1	-0.7757
BET1	-0.7777
CD200	-0.7796
BBS10	-0.7797
RFTN1	-0.7857
EDNRB	-0.7894
ZBTB7B	-0.7902
PPP1R18	-0.7921
MYO1B	-0.7963
STOX2	-0.8008
LHFPL2	-0.8034
SOCS5	-0.8079
NR1D2	-0.8091
EMB	-0.8093
TPGS2	-0.8097
PELI2	-0.8113
ANGPTL4	-0.8120
MXRA8	-0.8223
F5	-0.8232
SLC27A1	-0.8342
KLHL24	-0.8382
SVIL	-0.8393
S1PR1	-0.8395
SLC29A1	-0.8402
TMEM175	-0.8427
FOXA2	-0.8436
RAPGEF3	-0.8451
PARD6G	-0.8458
TMEM204	-0.8475
SSTR2	-0.8522
SLIT3	-0.8561
PTPRJ	-0.8600
RPS27L	-0.8603
HPS3	-0.8628
TNFRSF11B	-0.8643
INIP	-0.8710
PHYH	-0.8713
MAFB	-0.8725
LPAR6	-0.8728
SEMA5A	-0.8742
SLCO2A1	-0.8749
SALL2	-0.8779
GDF10	-0.8810
CNP	-0.8840
GEMIN4	-0.8894
GPR68	-0.8908
CDH11	-0.8948
ALPL	-0.8949
PLAT	-0.8958
TIMP1	-0.9015
TMEM117	-0.9016
EDNRA	-0.9035
KCNK1	-0.9043
PIK3R1	-0.9051
LRRC8B	-0.9056
NAV3	-0.9149
MAN1C1	-0.9216
GLI1	-0.9251
ANKRD6	-0.9290
TNFRSF14	-0.9345
ANK1	-0.9366
SLC37A2	-0.9372
PCDH7	-0.9395
SERPINE2	-0.9413
EPAS1	-0.9466
SLIT2	-0.9489
INPP5D	-0.9493
MYL9	-0.9527
CSF1	-0.9527
SLC4A1	-0.9529
LTBP1	-0.9529
ORAI2	-0.9592
DUSP5	-0.9609
RBM38	-0.9622
ERAP1	-0.9689
RBPMS	-0.9751
MMP2	-0.9752
TJP2	-0.9778
PLXNA2	-0.9780
JUP	-0.9797
PDGFC	-0.9817
SRPX	-0.9827
CBFA2T3	-0.9887
SFT2D3	-0.9913
F13A1	-0.9948
SSPN	-0.9997
SRGAP3	-1.0315
STEAP3	-1.0318
EPHA4	-1.0395
ANPEP	-1.0404
LPAR3	-1.0450
ARHGDIB	-1.0491
LTBP4	-1.0505
AKNA	-1.0516
PRPS1	-1.0576
S1PR3	-1.0583
TCN2	-1.0625
EBF3	-1.0750
SYT8	-1.0756
ABCA8A	-1.0775
IL10RB	-1.0802
OSCAR	-1.0805
CD44	-1.0819
MAF	-1.0871
ADGRB1	-1.0873
TMEM119	-1.0894
CKB	-1.0901
COL18A1	-1.0915
CREG1	-1.0923
ADGRE5	-1.1010
TMSB4X	-1.1046
HYAL1	-1.1197
HYAL2	-1.1225
SPNS2	-1.1226
MARCKS	-1.1291
ARHGAP18	-1.1322
CST3	-1.1553
FZD4	-1.1613
DCN	-1.1689
FLRT2	-1.1716
IGFBP7	-1.1731
NRROS	-1.1765
PCDH18	-1.1769
FAM167A	-1.1776
PIK3CD	-1.1832
HEMGN	-1.1922
PRCP	-1.1949
SLC7A7	-1.1988
CDH2	-1.2068
RHOJ	-1.2146
APOBR	-1.2151
CMTM3	-1.2166
ROBO2	-1.2251
ITPK1	-1.2265
GPR137B	-1.2277
SMPDL3A	-1.2433
TLE2	-1.2436
CRIP2	-1.2587
RHAG	-1.2617
THTPA	-1.2707
SPTA1	-1.2717
APLNR	-1.2729
UCP2	-1.2774
EGR1	-1.2787
DKK3	-1.2790
PRG4	-1.2848
PON2	-1.2882
IRX5	-1.2895
ABCC9	-1.2899
MMP13	-1.2903
SATB2	-1.2949
ELMO1	-1.3002
CACNA1G	-1.3080
CHRDL1	-1.3122
DPYSL3	-1.3389
PDK4	-1.3427
PRKX	-1.3441
SPTB	-1.3460
LAT	-1.3467
SLC9B2	-1.3514
SH2B2	-1.3530
PDGFRB	-1.3752
ANO6	-1.3767
NCF1	-1.3802
UCMA	-1.3843
OSMR	-1.3890
STK17B	-1.4002
SERPINF1	-1.4008
SEMA7A	-1.4012
ARHGAP30	-1.4017
POMK	-1.4032
CD93	-1.4040
TNN	-1.4043
SCRG1	-1.4056
KHDRBS3	-1.4102
LGALS3BP	-1.4106
THY1	-1.4245
PDE5A	-1.4476
PTPRV	-1.4497
MAGI2	-1.4542
EGFR	-1.4551
IFI27	-1.4668
LRRN3	-1.4711
CARD6	-1.4863
SLC16A7	-1.4893
FAP	-1.5084
FAM107B	-1.5098
TFPI	-1.5103
ADGRF5	-1.5259
CD55	-1.5408
SRPX2	-1.5460
LRRC32	-1.5499
SLCO2B1	-1.5625
SLCO3A1	-1.5705
ZEB2	-1.5742
CLEC14A	-1.5892
RAPGEF5	-1.6071
IGFBP4	-1.6100
MICAL2	-1.6216
PCDH12	-1.6326
TAL1	-1.6420
CD22	-1.6457
CFH	-1.6522
PTPN7	-1.6696
LGALS9	-1.6710
CYP4V3	-1.6720
SPP1	-1.6767
SPRY4	-1.6857
CHAD	-1.6982
ITGB3	-1.7148
LPL	-1.7215
BMP3	-1.7271
BCL6B	-1.7313
OLFML2B	-1.7393
CPT1A	-1.7523
HHIP	-1.7538
ELN	-1.7584
TROAP	-1.7625
PTK2B	-1.7633
PPFIBP2	-1.7777
CYFIP2	-1.7846
PRDM1	-1.7910
MME	-1.7982
LCP2	-1.8115
POU2AF1	-1.8253
NOTCH4	-1.8732
HTRA1	-1.8755
SNX10	-1.8799
PARP14	-1.8933
FCNB	-1.9019
PTPRZ1	-1.9425
SLC7A8	-1.9449
IL2RG	-1.9512
TRIM10	-1.9542
CP	-1.9616
COL13A1	-1.9756
IFITM3	-1.9848
SLC39A8	-2.0041
KEL	-2.0077
PLA2G10	-2.0125
BMP4	-2.0159
FAM20A	-2.0223
SPI1	-2.0350
IKZF1	-2.0357
ANGPT1	-2.0568
BMP8A	-2.0588
KCNE3	-2.0795
NKD2	-2.0844
SRGN	-2.0922
LBP	-2.0947
TLR4	-2.1037
THBD	-2.1270
DUSP6	-2.1473
CCL9	-2.1479
NES	-2.2011
GPX3	-2.2018
RAC2	-2.2097
CD53	-2.2163
SLITRK6	-2.2193
ABCG1	-2.2253
IFI30	-2.2265
ATP6V0D2	-2.2424
CMTM5	-2.2513
BLNK	-2.2616
CTSC	-2.2797
CYP1B1	-2.2805
ADAMTS2	-2.2829
RSAD2	-2.3247
STEAP4	-2.3414
FBLIM1	-2.3451
SP110	-2.3918
SPN	-2.4150
MAP3K7CL	-2.4162
CD180	-2.4370
PARVB	-2.4475
MT2	-2.4508
CALCRL	-2.4546
SLFN4	-2.4627
ADGRL4	-2.4665
EBF2	-2.4836
DLL4	-2.4913
CRISPLD2	-2.5288
IL1RN	-2.7157
RCAN2	-2.7319
SELL	-2.7487
LRRN1	-2.7667
RASSF2	-2.7800
CXCL12	-2.9257
HID1	-2.9509
TMEM229B	-2.9555
CECR2	-3.0643
KCNJ8	-3.0769
ARHGAP8	-3.0969
BAALC	-3.1274
KAZALD1	-3.1332
ADAMTS5	-3.1797
GFRA1	-3.2721
XDH	-3.2969
GDA	-3.3566
APOBEC1	-3.5696
CPZ	-3.6775
CHN2	-3.7311
OLFML2A	-3.7500
NPR1	-3.7566
CYYR1	-3.8755
MMP8	-3.9263
SLC36A2	-4.2142
PLA2G7	-4.4545
TMEM176A	-4.4796
SPIB	-4.9750
RAB38	-5.8668
BCL11A	-6.1162
RTN4RL1	-6.1816
