symbol	human_pure_cpm	human_purity_ratio	mt_baseMean	mt_lfc	ru_lfc	interaction_n3	interaction_n2	cartilage_enriched
Ciz1	28.82	0.909	888.1	-0.704	-0.674	-0.03	-0.037	0
Zmpste24	35.24	1.262	1304.2	-1.095	-1.064	-0.031	-0.311	0
Igf2r	55.04	0.453	22585.3	0.777	0.808	-0.031	-0.327	0
Pcbp1	210.7	3.55	6127.9	-0.881	-0.85	-0.031	-0.081	1
Bclaf1	174.67	0.831	3842.2	0.394	0.425	-0.031	-0.309	0
Abi2	114.82	0.783	924.7	2.499	2.531	-0.032	-0.297	0
Tyw3	37.13	1.531	116.8	0.975	1.007	-0.032	-0.508	0
Elof1	23.9	2.384	417.8	-1.203	-1.17	-0.032	-0.015	1
Tk2	26.41	1.687	143.2	1.382	1.415	-0.032	-0.181	0
Rspry1	36.07	0.512	676.5	-0.583	-0.55	-0.033	-0.244	0
Ip6k1	20.65	0.252	1238.4	-1.079	-1.045	-0.034	-0.32	0
Zfyve16	73.23	0.501	1365.5	0.423	0.456	-0.034	-0.178	0
Cct3	79.42	1.312	5307.2	-1.137	-1.103	-0.034	-0.108	0
Rbbp4	51.74	0.607	3665.3	-0.774	-0.74	-0.034	-0.104	0
Cpsf7	30.27	0.558	1008.1	0.606	0.64	-0.034	-0.286	0
Slain2	33.25	0.437	993.3	0.56	0.595	-0.035	-0.2	0
Dnajb6	85.55	0.212	963.7	5.176	5.211	-0.035	-0.306	0
Aco2	28.29	0.507	2924.4	-0.6	-0.565	-0.035	-0.094	0
Rnf114	36.13	0.927	394.9	-1.377	-1.341	-0.036	-0.186	0
Actr2	133.37	0.715	3039.4	1.057	1.093	-0.036	-0.068	0
Fdps	166.54	1.475	616.1	1.032	1.069	-0.037	-0.198	0
Tnk2	27.59	0.584	2524.7	0.602	0.639	-0.037	-0.113	0
Fcho2	31.11	0.283	553.7	-1.114	-1.076	-0.037	-0.196	0
Fam8a1	22.73	2.852	438.6	0.841	0.879	-0.038	-0.132	1
Pgm1	100.68	2.451	2795.1	-0.87	-0.833	-0.038	-0.184	1
Rc3h2	40.91	0.516	1004.1	1.16	1.198	-0.038	-0.308	0
Copb2	104.31	1.175	14774.6	-0.954	-0.916	-0.038	-0.173	0
Lars	68.28	0.7	2989.0	-0.456	-0.418	-0.038	-0.145	0
Tmem50a	81.66	1.581	577.2	-0.977	-0.937	-0.039	-0.048	0
Dcp1a	36.29	0.409	381.4	-0.706	-0.667	-0.039	-0.067	0
Ogfr	21.94	1.117	1552.5	-1.412	-1.372	-0.039	-0.29	0
Zcchc9	24.96	1.59	697.5	0.724	0.764	-0.04	-0.058	0
Leprot	101.49	3.482	718.7	0.379	0.42	-0.041	-0.447	1
Pdhx	20.37	0.51	469.3	-1.225	-1.184	-0.041	-0.171	0
Slc31a1	41.23	0.826	821.5	-0.959	-0.918	-0.041	-0.084	0
Sec24d	91.77	0.367	11039.5	0.381	0.422	-0.041	-0.276	0
Fbrs	22.34	0.937	820.4	-0.568	-0.527	-0.041	-0.352	0
Plxnb2	96.36	3.292	10280.0	-0.576	-0.534	-0.041	-0.102	1
Clptm1	42.27	0.991	2786.7	-0.738	-0.697	-0.041	-0.011	0
Foxj3	34.72	0.276	1074.2	0.828	0.87	-0.042	-0.117	0
Sacm1l	27.76	0.53	1447.4	-0.617	-0.576	-0.042	-0.152	0
Sub1	195.89	1.93	1973.5	-3.52	-3.478	-0.042	-0.017	0
Ankzf1	23.96	1.294	789.8	0.864	0.906	-0.042	-0.167	0
Snx14	29.65	0.287	1075.5	0.703	0.745	-0.042	-0.197	0
Aacs	47.47	0.988	1211.2	-1.448	-1.405	-0.043	-0.254	0
Mrps14	20.49	2.297	617.9	-0.89	-0.847	-0.043	-0.272	1
Washc1	20.44	1.29	593.6	0.764	0.807	-0.043	-0.24	0
Pwp1	29.89	1.018	1370.6	0.34	0.384	-0.043	-0.377	0
Phkb	30.7	0.205	706.1	-0.395	-0.351	-0.044	-0.035	0
Lum	1331.49	8.422	21384.5	1.191	1.234	-0.044	-0.287	1
Tnks2	47.61	0.587	2614.6	-0.88	-0.836	-0.044	-0.255	0
Gart	21.97	0.741	2962.5	-0.609	-0.565	-0.044	-0.034	0
Wdr45b	52.27	0.869	1347.6	0.313	0.358	-0.044	-0.101	0
Hoxa10	24.79	4.577	204.8	-0.728	-0.683	-0.045	-0.292	1
Dhcr7	39.44	4.494	1515.0	-1.364	-1.319	-0.045	-0.234	1
Fip1l1	41.31	0.486	2071.5	0.759	0.804	-0.045	-0.146	0
Vwa1	36.78	5.578	589.5	1.107	1.152	-0.045	-0.274	1
Copa	153.38	0.828	15692.4	-0.329	-0.283	-0.046	-0.267	0
Txlna	41.01	0.872	2528.4	-0.883	-0.837	-0.046	-0.199	0
Csk	21.86	0.909	2125.4	0.314	0.36	-0.046	-0.249	0
Txn2	48.93	2.898	1398.3	-1.206	-1.159	-0.047	-0.138	1
Ifrd2	25.0	2.36	1129.0	-0.527	-0.481	-0.047	-0.05	1
Pcf11	56.3	0.662	1470.3	0.315	0.362	-0.047	-0.291	0
Ctdsp2	92.05	1.14	1270.8	1.993	2.04	-0.047	-0.238	0
Srp68	30.87	1.133	3167.5	-0.461	-0.413	-0.048	-0.187	0
Hnrnpul1	77.85	0.729	4446.7	0.374	0.423	-0.048	-0.203	0
Usp8	57.01	0.498	2506.1	0.382	0.431	-0.048	-0.058	0
Sh3yl1	32.36	1.103	172.8	1.048	1.097	-0.049	-0.385	0
March7	48.09	0.328	1243.3	0.487	0.536	-0.049	-0.02	0
Selenon	30.42	2.197	1996.9	0.603	0.652	-0.049	-0.041	1
Dzip1	21.89	0.948	791.5	2.228	2.277	-0.049	-0.076	0
Arih1	63.42	0.121	1329.5	0.298	0.347	-0.049	-0.135	0
Drap1	111.46	4.613	2389.6	-1.157	-1.107	-0.05	-0.173	1
Herpud2	20.93	0.259	1177.2	1.154	1.204	-0.05	-0.125	0
Polr2e	39.59	2.027	1075.1	-1.382	-1.332	-0.05	-0.013	1
Cnksr3	24.73	0.552	666.8	-0.532	-0.482	-0.05	-0.054	0
Kif13b	44.04	0.244	1028.3	-0.906	-0.855	-0.05	-0.589	0
Cep290	48.82	0.943	722.3	0.849	0.9	-0.05	-0.126	0
Msl3	23.19	0.813	853.6	-0.995	-0.944	-0.051	-0.026	0
Hagh	22.62	1.044	312.0	-2.079	-2.028	-0.051	-0.073	0
Cldn12	28.23	1.185	219.6	-0.718	-0.666	-0.052	-0.078	0
Nub1	37.05	0.71	1588.6	0.441	0.493	-0.052	-0.033	0
S100a10	1608.38	6.311	5648.7	1.455	1.507	-0.052	-0.103	1
Tm9sf4	31.97	0.514	2795.7	-0.604	-0.551	-0.053	-0.293	0
Usp33	33.27	0.418	1024.8	-0.371	-0.318	-0.053	-0.077	0
Aldh18a1	50.0	1.185	5303.6	0.365	0.418	-0.053	-0.096	0
Pank2	26.82	0.454	485.1	-1.223	-1.17	-0.053	-0.114	0
Rab21	54.78	0.495	399.6	-0.484	-0.43	-0.054	-0.25	0
Gdi2	181.44	1.32	5268.8	-0.717	-0.662	-0.055	-0.114	0
Rab6a	55.31	0.444	1022.3	-0.935	-0.88	-0.055	-0.267	0
Clpx	27.21	0.947	1244.7	0.684	0.74	-0.055	-0.176	0
Pithd1	40.57	1.37	317.4	-0.552	-0.496	-0.056	-0.445	0
Tmco3	85.98	0.902	2154.1	-0.539	-0.482	-0.056	-0.189	0
Sdk2	46.88	0.167	4276.1	-0.943	-0.887	-0.057	-0.299	0
Ankhd1	66.23	0.271	2616.3	0.56	0.616	-0.057	-0.064	0
Wdr48	20.38	0.509	1082.6	-0.593	-0.536	-0.057	-0.239	0
Nnt	33.61	0.662	2218.0	1.065	1.122	-0.057	-0.272	0
Lnpk	28.47	0.998	753.0	0.935	0.993	-0.058	-0.128	0
Arf1	178.71	1.744	2650.9	-0.616	-0.557	-0.059	-0.316	0
Slc39a1	48.42	4.518	795.3	0.844	0.903	-0.059	-0.303	1
Trak2	21.71	0.427	1770.2	0.797	0.857	-0.059	-0.137	0
Cdk16	42.62	2.033	3238.8	0.499	0.559	-0.06	-0.32	1
Cep63	54.4	0.874	490.5	-0.826	-0.766	-0.06	-0.074	0
Fnip1	39.9	0.158	707.7	0.402	0.462	-0.06	-0.59	0
Rab4a	31.8	1.399	315.6	1.567	1.627	-0.06	-0.024	0
Kmt2c	74.53	0.17	2127.8	0.317	0.377	-0.06	-0.286	0
Ppig	89.42	0.734	2301.1	0.345	0.405	-0.06	-0.256	0
Ube2z	63.06	0.665	907.3	-1.097	-1.036	-0.061	-0.041	0
Trps1	312.91	0.186	2344.1	-2.096	-2.035	-0.061	-0.183	0
Cmpk1	117.21	1.723	1104.0	-0.754	-0.693	-0.061	-0.007	0
Hk1	96.32	0.752	2448.7	0.461	0.523	-0.061	-0.569	0
Rsl24d1	115.37	3.208	309.4	2.058	2.119	-0.061	-0.572	1
Mxd4	120.36	2.348	844.3	-0.844	-0.782	-0.062	-0.402	1
Swi5	64.76	2.491	2373.2	-1.797	-1.734	-0.063	-0.298	1
Dip2c	37.72	0.149	1027.1	0.396	0.458	-0.063	-0.42	0
Hdlbp	523.21	1.534	34638.2	-0.56	-0.497	-0.063	-0.229	0
Trim27	26.52	0.85	1702.2	-0.954	-0.891	-0.063	-0.162	0
Ppp1r12a	57.39	0.266	1240.7	0.283	0.346	-0.063	-0.203	0
Atxn2l	38.71	0.983	3662.5	-0.61	-0.547	-0.063	-0.261	0
Ap2a1	28.75	0.652	3650.0	-0.692	-0.629	-0.064	-0.127	0
Ndufc2	174.36	7.778	934.1	-0.715	-0.651	-0.065	-0.371	1
Ergic3	123.25	3.744	3797.7	-0.341	-0.276	-0.065	-0.273	1
Gnpnat1	27.83	0.853	463.1	0.684	0.748	-0.065	-0.446	0
Cnot2	78.0	0.358	1533.2	-0.408	-0.343	-0.065	-0.122	0
Rnf14	25.88	1.08	1010.1	-1.121	-1.055	-0.066	-0.354	0
Fads1	52.96	1.32	2172.6	-0.576	-0.51	-0.066	-0.209	0
Klf10	218.96	2.333	808.6	1.037	1.103	-0.066	-0.192	1
Ube2e1	37.14	0.209	824.7	0.59	0.658	-0.067	-0.234	0
Rbm3	261.53	4.571	5895.1	3.015	3.083	-0.068	-0.306	1
Sgms2	604.86	3.909	5319.2	-2.05	-1.981	-0.068	-0.406	1
Pikfyve	25.99	0.296	738.1	-0.573	-0.504	-0.069	-0.283	0
Sumo3	82.52	3.66	1064.0	-0.403	-0.335	-0.069	-0.043	1
Tsc22d4	80.98	3.589	1645.0	-0.689	-0.62	-0.069	-0.219	1
Tmem39a	43.03	0.706	2612.5	-0.425	-0.357	-0.069	-0.134	0
Timm17a	35.65	1.161	724.7	-1.047	-0.978	-0.069	-0.059	0
Ell2	179.41	0.277	1478.2	-0.767	-0.698	-0.069	-0.664	0
U2af2	31.38	1.505	3763.3	0.732	0.801	-0.069	-0.079	0
Ube2q2	66.32	0.613	541.9	2.651	2.72	-0.07	-0.38	0
Gtf3c3	22.84	0.828	914.0	0.833	0.903	-0.07	-0.106	0
Mtmr6	31.21	0.717	1372.4	0.543	0.614	-0.071	-0.12	0
Sec13	60.83	0.925	7766.6	-1.137	-1.066	-0.071	-0.168	0
Slc35f5	78.87	0.942	1591.3	-0.508	-0.437	-0.071	-0.042	0
Retreg2	34.53	1.798	1435.3	-1.078	-1.006	-0.071	-0.218	0
Sod1	285.07	3.738	2215.0	-0.961	-0.89	-0.072	-0.036	1
H2afy	86.39	0.732	1740.7	0.347	0.42	-0.073	-0.206	0
Edf1	236.96	3.287	1247.9	-0.532	-0.459	-0.073	-0.095	1
Gosr1	43.02	0.523	326.1	-0.585	-0.512	-0.073	-0.349	0
Ykt6	28.86	1.579	1567.1	-0.639	-0.566	-0.073	-0.094	0
Yme1l1	96.21	0.725	5842.7	0.774	0.848	-0.073	-0.027	0
Gga2	36.61	0.357	3070.1	-0.948	-0.875	-0.073	-0.089	0
Ube2a	43.47	1.152	479.8	-0.531	-0.458	-0.073	-0.012	0
Napa	42.09	0.765	2078.7	-0.931	-0.858	-0.073	-0.319	0
Bfar	38.29	1.302	1275.9	0.433	0.506	-0.073	-0.085	0
Pdia6	335.29	4.194	13483.7	-0.79	-0.716	-0.073	-0.226	1
Shprh	29.1	0.501	1042.7	0.975	1.048	-0.074	-0.495	0
Ncln	39.48	1.861	2036.5	-0.823	-0.749	-0.074	-0.038	0
Kcmf1	37.98	0.262	1273.0	-1.134	-1.06	-0.074	-0.211	0
Ndufb10	85.42	3.353	956.7	-1.887	-1.812	-0.075	-0.473	1
Map3k7	43.51	0.501	1201.2	0.58	0.655	-0.075	-0.166	0
Chrac1	27.34	2.6	367.0	-1.353	-1.277	-0.075	-0.547	1
Tcf25	144.8	0.712	4297.5	-1.499	-1.424	-0.075	-0.29	0
Cwc15	46.77	2.385	862.2	-2.965	-2.889	-0.076	-0.138	1
Atf1	25.82	0.567	133.7	-2.206	-2.131	-0.076	-0.248	0
Fam207a	42.11	3.066	309.2	-1.381	-1.306	-0.076	-0.423	1
Fam50a	56.87	1.302	876.2	-0.704	-0.628	-0.076	-0.053	0
Per3	104.04	0.777	715.0	1.798	1.874	-0.076	-0.463	0
Smg9	20.47	0.633	279.3	-0.809	-0.733	-0.076	-0.439	0
Poldip2	28.77	2.741	1903.2	-0.482	-0.406	-0.076	-0.169	1
Nfyb	25.83	1.837	389.2	-0.826	-0.75	-0.076	-0.019	0
Rnf145	49.78	0.358	2259.3	0.368	0.444	-0.077	-0.386	0
Kctd7	24.23	0.698	106.4	0.873	0.95	-0.077	-0.673	0
Birc6	55.14	0.131	5975.6	-0.261	-0.184	-0.077	-0.222	0
Shmt2	91.82	5.099	2920.6	-0.71	-0.633	-0.077	-0.258	1
Angel2	21.93	0.798	684.8	-0.625	-0.546	-0.078	-0.441	0
Msl2	20.58	0.237	936.8	-0.607	-0.528	-0.079	-0.137	0
Piezo1	105.0	0.826	11359.5	-0.75	-0.672	-0.079	-0.334	0
Fmr1	32.16	0.762	670.3	-1.018	-0.939	-0.079	-0.477	0
Cntln	37.15	0.446	560.7	-0.607	-0.528	-0.079	-0.178	0
Ash1l	118.36	0.243	3191.1	-0.274	-0.195	-0.079	-0.336	0
Mau2	23.99	0.595	743.7	-1.341	-1.262	-0.079	-0.238	0
Ik	50.36	1.647	2718.7	-0.411	-0.332	-0.079	-0.122	0
Atp6ap1	93.44	2.614	3869.5	-0.956	-0.877	-0.079	-0.244	1
Sox8	50.41	2.429	1138.2	-0.645	-0.565	-0.08	-0.599	1
Ppp4r1	22.92	0.441	1975.9	-0.277	-0.197	-0.08	-0.095	0
Tor1aip1	60.95	0.91	1605.6	-0.992	-0.912	-0.08	-0.376	0
Alkbh7	75.92	4.027	238.9	0.464	0.544	-0.08	-0.138	1
Dmac1	50.28	4.664	411.8	-0.688	-0.608	-0.081	-0.26	1
Otud7b	53.81	0.453	810.8	-0.899	-0.818	-0.081	-0.125	0
Elp2	51.42	0.852	1761.6	-1.467	-1.386	-0.081	-0.114	0
Ube4a	39.4	0.694	2205.3	0.962	1.043	-0.081	-0.119	0
Timm10	29.6	3.352	331.1	1.248	1.329	-0.081	-0.064	1
Peli1	143.41	0.44	550.5	0.358	0.439	-0.082	-0.081	0
Etfa	36.82	0.54	1897.5	-0.367	-0.285	-0.082	-0.199	0
Rsrc2	111.37	0.706	1138.5	-1.212	-1.13	-0.082	-0.224	0
Lmbrd1	41.05	0.753	584.9	-0.512	-0.43	-0.082	-0.1	0
Thada	21.32	0.124	890.6	0.61	0.692	-0.082	-0.119	0
Wdr83os	118.54	5.668	833.9	0.865	0.947	-0.082	-0.031	1
Cops5	43.15	2.179	2039.9	-0.752	-0.669	-0.082	-0.083	1
Ssu72	76.07	1.476	1039.8	-0.603	-0.521	-0.082	-0.213	0
Sec24c	22.6	0.729	3346.9	-0.68	-0.597	-0.083	-0.24	0
Serinc3	117.05	1.807	3311.3	-1.943	-1.86	-0.083	-0.162	0
Naa38	125.68	2.498	900.3	-0.424	-0.341	-0.083	-0.021	1
D2hgdh	23.32	0.756	162.7	1.244	1.327	-0.083	-0.298	0
Arl3	60.5	2.301	942.7	-0.35	-0.267	-0.083	-0.014	1
Ddx49	22.87	1.649	1505.1	-0.739	-0.655	-0.084	-0.111	0
Arfgap2	25.01	0.961	1124.0	0.662	0.746	-0.084	-0.224	0
Copz1	94.68	5.618	1934.3	-0.335	-0.251	-0.084	-0.236	1
Srek1ip1	52.94	1.353	124.6	-1.983	-1.899	-0.084	-0.909	0
Ppp3ca	150.46	0.258	1578.5	-0.98	-0.896	-0.084	-0.002	0
Poldip3	29.84	0.953	1705.1	0.389	0.475	-0.085	-0.241	0
Cux1	59.57	0.108	874.5	0.45	0.536	-0.085	-0.338	0
Pigf	27.14	1.35	520.9	0.503	0.588	-0.086	-0.287	0
Tbc1d5	22.74	0.052	564.5	0.381	0.467	-0.086	-0.43	0
Ppp5c	20.64	1.08	1874.6	-0.271	-0.185	-0.086	-0.049	0
Marf1	32.4	0.625	1032.3	-0.335	-0.249	-0.086	-0.218	0
Sec11a	178.38	1.961	1298.9	0.607	0.694	-0.086	-0.312	1
Aip	35.59	2.938	952.7	-0.761	-0.674	-0.087	-0.036	1
Nsfl1c	26.79	0.977	1746.0	-0.34	-0.253	-0.087	-0.092	0
Trappc1	71.26	6.43	526.2	-1.078	-0.99	-0.088	-0.101	1
N4bp2l2	247.51	0.636	453.5	-0.979	-0.891	-0.088	-0.135	0
Snai1	55.46	3.079	731.1	-1.968	-1.88	-0.088	-0.329	1
Ppp1r15b	59.28	0.825	1329.3	-0.475	-0.387	-0.088	-0.349	0
Usp3	30.17	0.225	762.0	0.705	0.793	-0.088	-0.115	0
Btd	20.36	0.299	1055.1	-1.001	-0.912	-0.088	-0.41	0
Golph3	92.76	0.7	2458.2	-0.878	-0.79	-0.088	-0.171	0
Usp36	21.08	0.117	994.0	-0.923	-0.835	-0.088	-0.315	0
Suclg1	27.03	1.147	2587.4	0.596	0.685	-0.089	-0.069	0
Slc35e3	38.93	0.855	1166.2	2.38	2.468	-0.089	-0.295	0
Pak2	57.13	0.401	1486.6	0.449	0.538	-0.09	-0.287	0
Mef2c	341.14	0.86	2250.5	-0.507	-0.417	-0.09	-0.388	0
Ddrgk1	28.02	2.417	1130.3	-0.45	-0.36	-0.09	-0.014	1
Spag9	134.19	0.191	4341.2	-0.724	-0.634	-0.09	-0.318	0
Ppp6r2	30.01	0.252	1339.8	0.968	1.058	-0.09	-0.086	0
Uqcrc1	68.05	1.723	3391.1	-0.622	-0.531	-0.09	-0.242	0
Map2k2	90.0	2.027	2556.4	-0.85	-0.76	-0.091	-0.145	1
Plscr1	49.38	0.664	69.4	-2.352	-2.261	-0.091	-0.218	0
Copb1	103.29	0.794	9888.5	-0.374	-0.283	-0.091	-0.16	0
Mtss2	31.38	1.035	2232.5	-0.79	-0.699	-0.091	-0.184	0
Grsf1	48.61	0.928	1058.2	-1.154	-1.062	-0.092	-0.184	0
Blzf1	27.42	0.593	1062.0	-0.478	-0.387	-0.092	-0.108	0
Kctd3	47.25	1.552	1677.3	1.036	1.127	-0.092	-0.286	0
Frmd6	64.98	0.361	891.1	1.526	1.619	-0.093	-0.119	0
Brd7	53.04	1.034	2343.1	0.782	0.875	-0.093	-0.208	0
Rbck1	30.72	1.323	1429.8	-0.778	-0.684	-0.093	-0.062	0
Arf6	61.92	2.046	994.7	-0.436	-0.342	-0.094	-0.011	1
Galnt1	101.98	0.53	4041.4	-0.779	-0.685	-0.094	-0.008	0
Rnf216	32.85	0.188	1228.0	-0.601	-0.507	-0.094	-0.318	0
Sec16a	41.57	0.597	6149.5	-0.341	-0.246	-0.094	-0.274	0
Wbp4	34.74	0.903	604.1	-0.895	-0.801	-0.094	-0.408	0
Slirp	85.8	2.698	753.5	-0.789	-0.695	-0.095	-0.173	1
Sec31a	204.35	0.731	14549.4	-0.503	-0.408	-0.095	-0.362	0
Scaf8	26.46	0.158	1386.8	-0.33	-0.235	-0.095	-0.403	0
Sgcb	45.44	4.212	943.3	1.066	1.161	-0.096	-0.091	1
Tbx15	42.82	0.753	1860.9	-0.667	-0.572	-0.096	-0.199	0
Rtca	28.65	1.254	996.6	0.748	0.844	-0.096	-0.28	0
Nbeal1	42.72	0.332	354.5	-0.873	-0.777	-0.096	-0.455	0
Lamtor3	26.07	1.327	190.5	1.247	1.343	-0.096	-0.064	0
Spty2d1	44.76	0.859	483.5	-0.965	-0.869	-0.096	-0.209	0
Mrpl21	28.03	3.292	373.1	-0.94	-0.843	-0.097	-0.15	1
Mcl1	299.76	1.585	891.7	0.999	1.096	-0.097	-0.446	0
Necap2	28.25	1.268	1137.1	-0.343	-0.246	-0.097	-0.059	0
Dynlrb1	132.91	6.652	1166.2	-0.91	-0.812	-0.098	-0.12	1
Arl8b	33.99	0.228	497.8	0.468	0.567	-0.099	-0.101	0
Chid1	74.57	2.587	1163.4	-1.467	-1.368	-0.099	-0.427	1
Pcbp2	363.55	1.757	6257.4	-1.229	-1.129	-0.1	-0.092	0
Fubp3	31.31	0.487	2011.3	0.389	0.489	-0.1	-0.211	0
Ncoa3	39.15	0.137	856.6	-1.212	-1.112	-0.1	-0.259	0
Osbpl2	20.51	0.67	690.3	-0.664	-0.563	-0.1	-0.234	0
Gba	32.23	2.218	1948.5	-1.816	-1.715	-0.101	-0.157	1
Fam20b	39.81	0.697	2757.3	-1.972	-1.871	-0.101	-0.283	0
Mrps28	26.48	0.374	542.2	-2.268	-2.167	-0.101	-0.341	0
Mrpl12	26.7	1.724	910.0	-0.519	-0.417	-0.102	-0.179	0
Syap1	65.59	0.727	1046.7	0.615	0.717	-0.102	-0.054	0
Ppp2ca	49.2	0.475	3628.4	-0.694	-0.592	-0.102	-0.161	0
Phip	72.48	0.444	716.6	0.494	0.596	-0.102	-0.237	0
Mpzl1	78.07	0.991	447.7	-2.391	-2.288	-0.103	-0.304	0
Oxsr1	30.01	0.201	1012.6	1.057	1.16	-0.103	-0.091	0
Galns	22.57	1.018	520.1	1.064	1.167	-0.103	-0.541	0
Hnrnph2	50.61	2.602	1824.7	0.649	0.752	-0.103	-0.143	1
Ganab	138.79	2.57	11962.9	-0.601	-0.497	-0.103	-0.365	1
Rab14	71.98	0.998	966.2	-0.953	-0.849	-0.103	-0.248	0
Map9	42.75	1.982	244.4	0.734	0.838	-0.104	-0.403	1
Surf4	165.68	1.899	7631.2	-0.924	-0.819	-0.105	-0.279	0
Arsa	21.2	2.156	738.5	-1.556	-1.451	-0.105	-0.075	1
Cirbp	434.63	3.306	987.2	0.328	0.433	-0.106	-0.857	1
Rtn3	47.31	0.444	1204.2	-1.026	-0.921	-0.106	-0.166	0
Trim44	66.92	0.401	510.5	-2.045	-1.939	-0.106	-0.265	0
Nrbp1	48.74	1.058	4117.7	0.328	0.434	-0.106	-0.183	0
Pias4	20.17	1.549	589.7	-0.556	-0.449	-0.107	-0.413	0
Ssr3	237.04	3.306	4366.3	-0.362	-0.255	-0.107	-0.368	1
Cry1	25.85	0.103	889.4	0.463	0.571	-0.108	-0.209	0
Wdr61	42.12	1.656	1424.4	-0.961	-0.853	-0.108	-0.235	0
Tmem101	37.24	4.003	386.0	-0.789	-0.681	-0.108	-0.163	1
Nhp2	64.49	4.989	1093.5	0.867	0.976	-0.108	-0.2	1
Scamp2	31.97	0.781	1632.3	-0.481	-0.372	-0.109	-0.319	0
Mex3c	24.13	0.796	841.5	-0.51	-0.402	-0.109	-0.29	0
Dnaja2	39.9	1.821	2345.6	-0.35	-0.241	-0.109	-0.118	0
Trip11	93.92	0.822	4173.0	1.666	1.775	-0.109	-0.341	0
Bcar1	36.18	1.104	3387.9	-0.945	-0.836	-0.109	-0.508	0
Uba2	58.03	0.677	2138.2	-1.068	-0.959	-0.109	-0.117	0
Rnf11	72.46	1.127	724.2	-0.716	-0.607	-0.11	-0.102	0
Echdc1	27.39	0.559	515.3	0.454	0.564	-0.11	-0.065	0
Clns1a	48.18	0.921	927.5	0.466	0.576	-0.11	-0.001	0
Mitd1	22.03	0.851	408.8	1.867	1.977	-0.11	-0.096	0
Kars	41.55	1.835	4089.1	-0.31	-0.2	-0.11	-0.076	0
Ube3c	31.86	0.191	1910.3	-0.36	-0.25	-0.11	-0.241	0
Fam92a	24.61	2.07	739.8	-0.572	-0.462	-0.111	-0.275	1
Atp6v1f	77.35	4.709	1055.7	1.235	1.346	-0.111	-0.064	1
Spag7	44.27	1.067	1325.7	-0.766	-0.655	-0.111	-0.169	0
Fundc2	31.61	1.642	825.0	-0.507	-0.395	-0.112	-0.225	0
Zfyve21	57.87	1.709	692.4	-0.6	-0.488	-0.112	-0.023	0
Mettl23	20.56	1.649	220.9	1.715	1.827	-0.112	-0.363	0
Cbr4	29.54	0.479	136.4	-0.885	-0.773	-0.112	-0.454	0
Dmtf1	46.17	0.538	631.6	-1.017	-0.904	-0.113	-0.013	0
Ipo5	62.63	1.202	5835.7	0.568	0.681	-0.113	-0.168	0
Smdt1	44.71	3.318	745.3	-0.393	-0.279	-0.113	-0.059	1
Insig2	67.9	2.249	379.8	-0.751	-0.637	-0.114	-0.134	1
Snd1	112.32	0.222	9026.1	-0.334	-0.219	-0.115	-0.352	0
Tmed9	261.41	4.587	7053.0	-0.919	-0.804	-0.115	-0.232	1
Mdm2	71.19	0.742	582.7	-1.529	-1.413	-0.116	-0.43	0
Rabep1	33.57	0.229	1180.3	0.358	0.473	-0.116	-0.335	0
Prkci	23.71	0.437	810.4	-0.794	-0.678	-0.116	-0.181	0
Sdf2	39.83	2.534	1727.7	-0.819	-0.704	-0.116	-0.213	1
Serinc1	149.94	1.627	3858.3	-0.385	-0.269	-0.116	-0.209	0
Smarcb1	27.88	0.716	2748.2	-0.585	-0.469	-0.116	-0.32	0
Capn2	129.46	0.95	5140.6	0.484	0.6	-0.116	-0.138	0
Szrd1	41.15	0.68	802.9	-2.085	-1.968	-0.117	-0.161	0
Hmgb1	479.77	1.147	526.1	4.204	4.321	-0.117	-1.802	0
Top1	88.83	0.299	3126.0	-0.44	-0.322	-0.118	-0.139	0
Ppp6c	32.56	0.704	997.2	-0.606	-0.488	-0.118	-0.053	0
Miga1	33.47	0.647	208.7	-0.645	-0.526	-0.119	-0.151	0
Kdsr	74.21	1.123	250.0	1.042	1.162	-0.119	-0.473	0
Extl1	44.57	1.473	2469.5	-1.491	-1.372	-0.12	-0.161	0
Uhmk1	41.85	0.803	367.2	1.011	1.13	-0.12	-0.315	0
Sec14l1	71.48	0.476	3579.4	0.496	0.616	-0.12	-0.642	0
Abi1	53.66	0.267	1246.9	0.445	0.565	-0.12	-0.226	0
Reep5	114.62	2.14	2278.4	-1.226	-1.106	-0.12	-0.298	1
Atf7	47.51	0.398	120.3	-0.782	-0.662	-0.12	-0.425	0
Mea1	25.05	2.565	787.8	-0.719	-0.599	-0.12	-0.09	1
Pom121	25.63	0.367	758.8	-0.837	-0.716	-0.121	-0.368	0
Togaram1	27.69	0.406	1157.6	-0.584	-0.463	-0.121	-0.091	0
Bloc1s2	22.35	0.958	111.0	3.844	3.965	-0.121	-0.223	0
Ddx52	20.89	0.671	568.9	-0.979	-0.858	-0.121	-0.117	0
Znhit1	89.55	3.714	552.1	-0.377	-0.256	-0.121	-0.046	1
Yipf3	112.57	4.688	3321.5	0.303	0.424	-0.121	-0.319	1
Ddt	106.59	4.57	175.9	1.233	1.355	-0.121	-0.291	1
Zmynd8	54.41	0.775	1507.1	-1.049	-0.927	-0.121	-0.506	0
Tgfbr2	314.75	1.26	2259.1	-0.474	-0.353	-0.122	-0.076	0
Pafah1b2	39.96	0.74	1329.2	-0.652	-0.53	-0.122	-0.415	0
