gene,pct_donor1,pct_donor2,pct_donor3,pct_donor4,n_donors_detected
DUSP19,1.51,1.36,4.11,7.83,4
AC064871.2,0.15,0.17,0.00,0.00,0
NUP35,10.88,6.14,9.30,7.83,4
AC021851.1,7.84,8.02,1.50,1.04,4
AC021851.2,3.53,2.51,0.11,0.78,2
AC093639.3,0.00,0.05,0.01,0.00,0
AC093639.1,0.04,0.04,0.00,0.00,0
AC093639.2,0.00,0.02,0.00,0.00,0
AC096555.1,0.15,0.26,0.00,0.00,0
AC020584.1,0.28,0.39,0.01,0.00,0
AC096667.1,0.09,0.33,0.01,0.26,0
ZNF804A,7.63,9.29,0.00,0.26,2
AC009315.1,2.29,1.47,0.71,0.26,2
FSIP2-AS1,8.80,6.51,1.45,2.35,4
FSIP2-AS2,0.04,0.14,0.20,0.00,0
FSIP2,2.63,3.27,3.76,4.96,4
AC097500.1,2.68,1.60,0.76,1.57,3
LINC01473,43.38,33.25,14.26,10.18,4
AC017071.1,2.02,1.21,5.23,4.18,4
ZC3H15,26.04,25.89,48.74,33.68,4
ITGAV,35.64,20.66,54.81,33.42,4
AC017101.1,1.91,3.19,0.00,0.00,2
FAM171B,5.10,2.08,2.68,5.74,4
ZSWIM2,0.25,0.02,0.02,0.00,0
AC007319.1,9.75,13.55,0.32,1.04,3
CALCRL,11.58,8.98,1.47,17.23,4
TFPI,17.68,17.92,8.35,32.11,4
LINC01090,1.06,1.21,0.00,0.00,2
GULP1,13.47,6.21,11.83,12.27,4
AC092598.1,0.19,0.16,0.00,0.00,0
DIRC1,0.00,0.01,0.00,0.00,0
COL3A1,19.32,19.55,20.53,31.85,4
COL5A2,22.12,14.24,5.34,34.20,4
AC133106.1,0.00,0.14,0.00,0.00,0
WDR75,17.73,16.09,19.20,14.88,4
AC013439.2,0.19,0.37,0.05,0.00,0
SLC40A1,16.17,21.96,33.14,34.99,4
ASNSD1,4.87,8.05,18.69,13.32,4
ASDURF,0.02,0.02,0.01,0.00,0
ANKAR,27.12,24.98,10.21,14.10,4
OSGEPL1,3.78,5.89,4.04,6.01,4
OSGEPL1-AS1,1.15,1.30,0.48,0.26,2
AC013468.1,0.26,0.74,0.43,0.26,0
ORMDL1,16.03,29.26,40.04,34.20,4
PMS1,22.66,23.48,20.16,16.45,4
C2orf88,3.72,8.93,0.57,3.66,3
MSTN,0.04,0.09,0.16,0.26,0
HIBCH,58.21,52.90,26.01,17.75,4
INPP1,10.59,6.43,10.97,8.88,4
MFSD6,11.54,21.53,4.97,12.53,4
AC093388.1,0.08,0.20,0.33,0.52,0
NEMP2,5.27,8.15,4.48,6.53,4
AC108047.1,3.00,3.49,1.01,1.31,4
AC006460.2,6.82,6.90,1.12,1.83,4
NAB1,24.91,15.41,25.86,18.80,4
AC006460.1,0.40,1.04,0.01,0.00,1
AC005540.1,0.15,0.39,0.09,0.00,0
GLS,79.40,70.14,79.03,39.16,4
STAT1,17.71,42.24,20.80,23.50,4
AC067945.2,0.00,0.01,0.00,0.00,0
AC067945.3,0.32,2.75,0.00,0.00,1
STAT4,36.66,44.85,0.32,6.79,3
AC067945.4,1.08,4.89,0.00,0.00,2
AC092614.1,0.94,0.60,0.02,0.00,0
MYO1B,27.69,12.38,19.29,32.11,4
NABP1,43.32,49.35,31.11,21.41,4
AC098872.1,0.11,0.02,0.00,0.00,0
CAVIN2,2.55,3.84,0.54,12.01,3
AC098617.1,1.42,1.23,0.00,0.00,2
TMEFF2,0.34,0.38,0.01,0.00,0
PCGEM1,0.00,0.02,0.02,0.00,0
AC096647.1,0.06,0.05,0.13,0.00,0
AC068135.2,0.00,0.01,0.00,0.00,0
LINC01821,0.17,0.13,0.01,0.00,0
AC073973.1,0.00,0.03,0.00,0.00,0
LINC01790,0.00,0.06,0.00,0.00,0
AC010983.1,0.06,0.09,0.00,0.00,0
AC104823.1,0.09,0.09,0.02,0.00,0
AC064834.1,0.32,0.31,0.00,0.00,0
LINC01825,0.02,0.16,0.00,0.00,0
LINC01827,0.00,0.04,0.00,0.00,0
SLC39A10,23.46,29.30,18.83,23.76,4
DNAH7,8.90,2.51,1.81,1.04,4
STK17B,42.64,60.13,12.75,41.78,4
AC114760.2,3.17,15.96,0.64,9.66,3
HECW2,16.83,10.62,1.62,11.75,4
HECW2-AS1,0.08,0.39,0.02,0.78,0
CCDC150,2.23,2.22,0.94,3.13,3
GTF3C3,17.39,13.26,20.94,17.75,4
C2orf66,0.49,0.44,0.55,0.26,0
PGAP1,20.26,11.51,16.11,19.58,4
ANKRD44,64.04,79.51,18.80,22.19,4
AC013264.1,0.26,1.47,0.00,0.52,1
ANKRD44-IT1,2.34,2.66,0.69,2.09,3
AC010746.2,0.04,0.08,0.01,0.00,0
SF3B1,58.24,58.18,84.38,65.01,4
COQ10B,18.77,26.00,22.80,14.10,4
HSPD1,74.94,82.12,89.53,40.99,4
HSPE1,47.48,70.06,84.39,36.29,4
MOB4,46.36,54.73,28.92,16.97,4
RFTN2,30.29,22.63,58.33,32.90,4
AC020550.2,0.06,0.08,0.01,0.78,0
AC011997.1,4.15,4.87,0.00,0.26,2
MARS2,0.68,0.70,0.84,1.04,1
BOLL,0.25,0.24,0.01,0.00,0
PLCL1,25.04,26.43,0.58,9.92,3
AC011997.2,0.25,1.13,0.01,0.26,1
AC020719.1,0.00,0.01,0.00,0.00,0
LINC01923,0.83,0.43,0.03,1.04,1
AC019330.1,0.93,0.74,0.00,0.00,0
AC020718.1,1.23,0.70,0.00,0.00,1
SATB2,25.63,14.00,3.80,28.46,4
AC016746.1,0.23,0.65,0.03,4.18,1
SATB2-AS1,2.15,2.53,1.02,16.19,4
LINC01877,1.00,1.18,0.02,0.26,2
FTCDNL1,5.19,6.04,2.23,2.35,4
AC097717.1,2.63,1.60,0.64,1.04,3
C2orf69,8.74,9.38,13.11,11.23,4
TYW5,10.69,10.05,16.14,14.88,4
MAIP1,6.18,6.05,8.84,4.44,4
AC004464.1,0.06,0.04,0.00,0.00,0
SPATS2L,50.88,39.17,68.40,33.16,4
AC012459.1,4.14,6.53,0.91,4.18,3
KCTD18,4.49,6.83,7.75,7.05,4
SGO2,5.19,4.65,7.39,3.39,4
AOX1,2.02,1.19,2.39,2.09,4
LINC01792,0.34,0.15,0.32,2.09,1
AC007163.1,0.60,0.42,0.00,0.00,0
BZW1,28.48,35.16,64.08,42.56,4
CLK1,56.81,61.22,66.57,50.65,4
PPIL3,8.22,11.68,12.45,11.49,4
NIF3L1,3.10,6.27,8.29,6.27,4
ORC2,23.83,23.92,14.53,11.49,4
AC005037.1,5.85,9.14,0.09,0.26,2
FAM126B,35.03,33.65,28.99,24.02,4
NDUFB3,3.83,14.20,43.29,27.15,4
AC007272.1,0.11,0.23,0.01,0.00,0
CFLAR,47.69,66.77,11.97,36.55,4
CFLAR-AS1,2.34,13.71,0.08,1.31,3
AC007283.1,0.00,0.01,0.00,0.00,0
CASP10,11.71,18.19,0.41,4.96,3
CASP8,16.19,29.13,3.96,9.92,4
FLACC1,4.12,4.52,0.79,1.31,3
TRAK2,21.47,23.23,23.62,20.89,4
STRADB,5.12,11.56,4.25,9.40,4
C2CD6,6.01,5.11,3.27,2.61,4
TMEM237,9.37,5.05,46.26,18.02,4
AC007279.2,0.26,0.09,0.12,0.00,0
MPP4,1.28,0.93,0.41,0.00,1
ALS2,20.28,12.65,13.78,10.97,4
CDK15,1.27,0.37,0.15,0.52,1
AC069148.1,0.53,0.31,1.01,0.26,1
FZD7,7.33,7.27,35.29,17.23,4
KIAA2012,3.64,2.32,1.63,0.26,3
KIAA2012-AS1,0.21,0.22,0.15,0.26,0
AC079354.3,0.38,0.11,0.18,0.52,0
AC079354.2,0.04,0.08,0.16,0.00,0
SUMO1,16.66,26.06,44.53,31.07,4
NOP58,55.09,48.75,48.16,27.94,4
AC064836.4,2.12,6.13,2.51,3.13,4
AC064836.2,0.68,0.55,1.81,0.00,1
AC064836.3,0.34,0.60,1.31,2.09,2
BMPR2,58.53,43.47,32.51,38.12,4
FAM117B,22.00,30.44,8.63,12.01,4
ICA1L,12.58,11.22,11.82,14.88,4
WDR12,10.35,10.70,15.27,12.79,4
CARF,13.30,12.88,11.89,11.75,4
NBEAL1,52.84,36.78,31.27,28.46,4
CYP20A1,49.65,34.54,20.15,25.59,4
ABI2,36.41,26.40,42.94,40.21,4
AC080075.1,0.00,0.01,0.00,0.00,0
RAPH1,45.04,24.51,66.74,33.94,4
CD28,8.69,8.71,2.18,3.92,4
CTLA4,0.77,2.43,0.07,0.00,1
ICOS,7.23,7.54,0.01,1.04,3
AC009965.1,0.00,0.01,0.00,0.00,0
AC016903.2,0.02,0.04,0.00,0.00,0
PARD3B,25.14,16.00,2.17,8.09,4
AC007736.1,0.02,0.09,0.00,0.00,0
NRP2,29.41,16.20,36.83,31.59,4
AC007362.1,0.23,0.19,0.00,0.00,0
AC007679.1,0.09,0.38,0.00,0.00,0
INO80D,37.79,34.27,30.87,33.42,4
AC007383.2,0.70,0.49,0.53,2.61,1
NDUFS1,30.16,24.51,40.38,26.37,4
AC007383.3,0.08,0.64,0.22,0.26,0
EEF1B2,25.38,67.97,86.00,69.19,4
GPR1,0.59,0.71,0.08,2.35,1
GPR1-AS,0.42,0.10,0.03,0.52,0
ZDBF2,18.87,9.47,16.70,9.40,4
ADAM23,2.46,2.56,0.20,0.26,2
AC010731.2,0.02,0.02,0.00,0.00,0
FAM237A,0.02,0.01,0.00,0.00,0
DYTN,0.04,0.15,0.00,0.00,0
MDH1B,1.68,0.42,5.53,2.35,3
FASTKD2,15.66,11.55,20.36,15.93,4
AC008269.1,7.12,5.28,0.91,2.09,3
CPO,0.32,0.26,0.02,0.26,0
KLF7,31.07,28.78,29.86,28.72,4
KLF7-IT1,1.15,1.20,2.02,3.66,4
MYOSLID,3.59,4.36,0.79,0.26,2
AC007879.3,0.81,1.88,0.05,0.00,1
AC007879.5,0.00,0.02,0.00,0.00,0
AC007879.2,0.00,0.00,0.02,0.00,0
AC007879.4,0.04,0.01,0.00,0.00,0
AC009226.1,8.56,12.11,0.00,0.00,2
LINC01802,0.11,0.09,0.00,0.00,0
CREB1,38.81,41.10,29.33,31.33,4
METTL21A,16.47,20.00,15.14,9.14,4
LINC01857,0.30,1.40,0.01,0.00,1
CCNYL1,34.45,22.84,8.46,11.75,4
AC096772.1,0.34,0.35,0.19,1.83,1
FZD5,4.87,3.89,2.46,13.58,4
PLEKHM3,23.98,21.87,8.79,13.32,4
AC083900.1,0.09,0.09,0.13,0.26,0
CRYGD,0.00,0.01,0.66,0.00,0
C2orf80,0.06,0.12,0.01,0.00,0
IDH1,13.73,11.77,46.56,16.45,4
IDH1-AS1,0.06,0.21,1.84,1.57,2
PIKFYVE,35.86,36.00,19.50,23.76,4
PTH2R,1.74,2.11,0.39,0.52,2
AC019185.2,0.02,0.02,0.01,0.00,0
AC109824.1,0.02,0.01,0.00,0.00,0
AC016743.1,0.06,0.02,0.02,0.26,0
MAP2,6.25,4.08,1.27,7.05,4
UNC80,0.55,0.34,0.57,0.78,0
RPE,14.50,13.10,22.30,15.40,4
KANSL1L,47.93,42.42,29.86,23.76,4
AC007038.2,2.59,2.56,2.67,4.70,4
AC007038.1,18.43,23.09,1.90,1.57,4
AC006994.2,3.81,3.25,2.38,2.09,4
ACADL,5.31,0.91,6.96,3.13,3
MYL1,0.09,0.05,0.47,0.00,0
LANCL1-AS1,3.06,3.22,0.97,0.26,2
LANCL1,11.56,13.97,20.91,20.89,4
CPS1,1.45,1.37,2.16,4.18,4
CPS1-IT1,0.00,0.02,0.08,0.00,0
ERBB4,8.78,3.39,0.03,0.52,2
AC093865.1,8.23,18.72,0.00,0.00,2
LINC01878,0.04,0.47,0.01,0.26,0
AC108066.1,0.00,0.33,0.00,0.00,0
AC108066.2,0.47,2.02,0.09,1.31,2
IKZF2,14.84,32.20,3.24,11.49,4
AC079610.1,0.04,0.29,0.11,0.00,0
LINC01953,0.04,0.12,0.00,0.00,0
AC079610.2,0.02,0.10,0.01,0.00,0
SPAG16-DT,0.26,0.17,0.11,0.26,0
SPAG16,19.28,15.46,26.40,16.19,4
AC068051.1,2.95,3.85,0.00,0.00,2
VWC2L,0.30,0.79,0.01,0.00,0
BARD1,12.63,11.01,10.95,8.62,4
SNHG31,4.17,7.16,0.81,0.26,2
ABCA12,0.43,0.50,0.03,0.00,0
AC072062.1,0.66,0.39,0.14,0.00,0
AC092844.1,1.02,0.48,0.08,0.00,1
ATIC,9.58,10.11,30.02,16.45,4
FN1,56.43,27.50,95.16,59.27,4
AC012462.3,0.23,0.01,0.00,0.00,0
AC012462.1,0.57,0.15,0.08,0.00,0
AC012668.2,0.06,0.01,0.00,0.00,0
AC012668.3,0.77,0.67,0.07,0.00,0
AC012668.1,0.00,0.01,0.01,0.00,0
LINC00607,3.17,3.08,0.24,0.52,2
LINC01614,0.28,0.07,0.02,0.26,0
AC093382.1,0.30,0.26,0.14,0.00,0
MREG,3.91,5.14,2.42,2.09,4
PECR,3.47,4.35,4.47,4.96,4
TMEM169,0.43,0.87,0.27,1.31,1
XRCC5,45.63,51.24,55.56,36.03,4
LINC01963,0.55,1.36,3.05,3.66,3
MARCH4,0.32,0.37,0.00,0.00,0
AC012513.1,0.06,0.07,0.00,0.00,0
AC069155.1,0.04,0.00,0.00,0.00,0
AC098820.2,0.08,0.03,0.01,0.00,0
SMARCAL1,13.07,13.62,13.48,12.27,4
AC098820.1,0.72,0.61,0.16,0.00,0
AC098820.3,0.09,0.08,0.09,0.00,0
RPL37A,59.58,94.28,99.08,90.86,4
LINC01280,0.02,0.02,0.00,0.00,0
AC073321.1,0.02,0.02,0.00,0.00,0
IGFBP2,1.70,2.59,19.36,11.23,4
IGFBP5,12.46,11.98,2.37,29.77,4
AC007563.2,1.74,1.01,0.01,1.04,3
AC007563.4,0.09,0.05,0.01,0.00,0
TNP1,0.00,0.00,0.02,0.00,0
LINC01921,0.00,0.00,0.01,0.00,0
AC007557.1,0.02,0.00,0.00,0.00,0
AC007749.1,0.02,0.00,0.00,0.00,0
AC007749.2,0.04,0.03,0.00,0.00,0
DIRC3-AS1,0.47,0.62,0.03,0.26,0
DIRC3,12.84,12.80,0.10,0.52,2
TNS1,21.32,11.51,9.12,19.58,4
AC010136.1,0.26,0.30,0.18,1.57,1
RUFY4,1.06,3.86,0.07,0.26,2
CXCR2,0.26,0.57,0.04,0.00,0
CXCR1,0.06,0.22,0.02,0.26,0
ARPC2,50.03,62.90,67.54,50.39,4
AC021016.2,1.62,1.98,0.53,0.78,2
GPBAR1,0.38,1.92,0.14,1.31,2
AAMP,6.95,12.78,27.59,18.54,4
PNKD,7.27,15.47,38.45,26.89,4
TMBIM1,8.65,12.26,22.28,19.32,4
CATIP-AS2,0.15,0.36,0.00,0.00,0
CATIP,0.09,0.15,0.07,0.26,0
CATIP-AS1,0.11,0.22,0.59,0.26,0
SLC11A1,2.95,2.44,0.31,0.52,2
CTDSP1,10.92,21.66,39.41,32.38,4
AC021016.3,0.11,0.14,0.39,0.00,0
VIL1,1.10,3.50,0.31,0.52,2
USP37,33.92,27.29,16.56,12.53,4
CNOT9,17.20,14.92,29.28,18.02,4
PLCD4,6.74,3.14,6.01,1.83,4
AC012510.1,0.49,1.08,2.21,2.61,3
ZNF142,7.23,5.01,3.93,3.39,4
BCS1L,1.42,4.34,9.70,7.05,4
RNF25,2.42,2.88,8.39,4.96,4
STK36,4.82,2.61,12.30,9.14,4
TTLL4,8.73,2.84,8.48,3.39,4
CYP27A1,9.73,5.12,20.90,9.14,4
AC009974.2,0.23,0.46,0.12,0.78,0
AC009974.1,0.23,0.16,1.31,1.57,2
PRKAG3,0.08,0.05,0.09,0.00,0
WNT6,0.11,0.33,0.03,0.52,0
WNT10A,1.47,3.54,0.00,0.00,2
LINC01494,0.19,0.66,0.00,0.00,0
AC097468.2,0.00,0.04,0.00,0.00,0
CDK5R2,0.02,0.02,0.01,0.00,0
LINC00608,0.06,0.08,0.03,0.00,0
FEV,0.00,0.00,0.05,0.00,0
CRYBA2,0.02,0.02,0.60,0.00,0
AC097468.1,0.00,0.01,0.04,0.00,0
CFAP65,0.66,0.18,2.55,0.00,1
IHH,2.10,0.34,33.36,5.48,3
AC097468.4,0.04,0.33,0.00,0.26,0
AC097468.3,0.23,0.22,1.56,0.26,1
NHEJ1,8.01,8.16,3.21,2.61,4
SLC23A3,2.27,1.82,1.01,1.31,4
CNPPD1,2.76,9.26,11.53,10.18,4
RETREG2,5.10,10.64,21.87,16.97,4
ZFAND2B,4.19,12.81,15.43,13.84,4
AC068946.3,0.13,0.25,0.07,0.00,0
ABCB6,3.72,3.54,14.04,7.57,4
ATG9A,4.14,5.62,16.01,12.27,4
ANKZF1,7.18,10.63,15.32,10.97,4
GLB1L,1.47,1.58,5.77,2.09,4
STK16,1.91,5.82,16.13,8.36,4
TUBA4A,10.99,24.80,1.22,6.79,4
TUBA4B,0.34,1.14,0.00,0.00,1
DNAJB2,12.75,14.86,41.57,19.84,4
PTPRN,0.15,0.60,0.07,0.00,0
AC114803.1,0.04,0.02,0.15,0.00,0
RESP18,0.00,0.02,0.00,0.00,0
DNPEP,6.63,9.53,9.02,10.44,4
AC053503.2,0.06,0.10,0.09,0.00,0
DES,0.26,0.11,0.23,0.00,0
AC053503.4,0.00,0.00,0.01,0.00,0
SPEG,3.89,1.66,4.44,3.66,4
AC053503.1,0.40,0.30,0.01,0.00,0
SPEGNB,0.08,0.15,0.56,1.04,1
AC053503.5,0.08,0.05,0.37,0.00,0
GMPPA,5.00,5.96,37.14,10.18,4
ASIC4,0.68,0.58,1.23,1.04,2
CHPF,10.67,9.74,77.61,25.07,4
TMEM198,0.87,0.77,5.38,0.78,1
AC009955.3,0.32,0.05,0.86,0.00,0
OBSL1,8.37,5.09,59.43,20.10,4
AC009955.4,0.11,0.04,0.16,0.00,0
INHA,0.57,0.12,0.87,0.26,0
STK11IP,3.34,3.30,8.66,4.18,4
AC009955.1,0.00,0.02,0.00,0.00,0
SLC4A3,1.17,0.85,3.64,0.78,2
AC009955.2,0.02,0.03,0.09,0.00,0
LINC02832,0.36,0.09,0.13,0.00,0
AC019211.1,0.11,0.20,0.00,0.00,0
AC067956.1,0.21,0.19,0.01,0.26,0
AC093843.1,0.11,0.09,0.01,0.00,0
AC093843.2,0.11,0.05,0.07,0.26,0
AC011233.2,0.02,0.00,0.00,0.00,0
EPHA4,19.06,15.09,2.04,8.62,4
AC079834.2,0.02,0.11,0.15,0.26,0
AC068489.1,0.06,0.05,0.00,0.00,0
PAX3,0.17,0.05,0.00,0.00,0
AC010980.1,0.00,0.01,0.01,0.26,0
SGPP2,3.12,5.70,1.43,0.78,3
FARSB,18.89,15.70,25.39,14.36,4
MOGAT1,0.43,0.28,0.22,0.00,0
ACSL3,40.34,29.08,51.49,28.98,4
AC013476.1,0.02,0.07,0.03,0.00,0
KCNE4,4.06,3.97,3.43,9.40,4
AC013448.1,0.00,0.02,0.03,0.00,0
SCG2,0.15,0.03,0.12,0.00,0
AP1S3,10.54,12.01,9.26,2.61,4
WDFY1,20.17,26.23,17.61,23.50,4
MRPL44,4.59,5.14,15.41,10.18,4
AC073641.1,0.36,0.09,0.19,0.00,0
SERPINE2,26.93,14.70,76.54,35.25,4
FAM124B,0.49,0.47,0.15,1.57,1
AC073052.2,0.43,1.97,0.02,0.00,1
CUL3,55.83,53.46,34.17,28.98,4
CCDC195,0.19,0.37,0.00,0.00,0
DOCK10,46.10,71.12,2.70,15.40,4
NYAP2,0.64,1.42,0.05,0.26,1
AC016717.2,0.15,0.16,0.08,1.31,1
AC062015.1,0.00,0.01,0.01,0.00,0
IRS1,14.86,6.83,43.34,12.53,4
AC010735.2,2.95,1.08,3.98,1.04,4
AC010735.1,0.28,0.06,0.83,0.26,0
RHBDD1,30.25,34.21,9.60,7.31,4
COL4A4,3.47,6.75,0.04,0.52,2
COL4A3,3.12,5.08,0.04,0.26,2
AC097662.1,10.27,4.65,9.67,3.13,4
MFF,15.86,19.82,26.15,25.33,4
TM4SF20,0.25,1.04,0.02,0.00,1
AGFG1,33.35,32.26,21.89,22.19,4
C2orf83,0.06,0.12,0.00,0.00,0
AC064853.1,0.00,0.01,0.01,0.00,0
SCYGR4,0.00,0.02,0.00,0.26,0
SLC19A3,0.45,0.63,0.34,0.52,0
CCL20,1.10,1.17,0.18,0.26,2
DAW1,0.26,0.02,0.00,0.00,0
SPHKAP,0.09,0.16,0.00,0.00,0
LINC01807,1.47,1.48,0.12,0.00,2
PID1,43.04,29.59,58.55,19.58,4
DNER,5.27,1.29,1.47,0.00,3
AC008273.1,0.06,0.01,0.00,0.00,0
TRIP12,55.64,56.45,45.39,34.73,4
FBXO36,5.85,2.86,2.27,1.83,4
FBXO36-IT1,0.04,0.01,0.01,0.00,0
SLC16A14,0.76,1.07,0.23,2.87,2
AC009950.1,2.21,18.85,2.28,7.83,4
SP110,22.10,47.41,10.38,15.67,4
SP140,19.45,32.51,0.10,2.87,3
SP140L,14.75,31.28,1.20,12.79,4
SP100,55.15,77.51,25.55,40.21,4
AC010149.1,2.46,9.67,0.00,0.00,2
LINC01907,0.08,0.12,0.24,0.00,0
CAB39,43.51,46.29,59.99,31.07,4
ITM2C,10.16,22.59,77.75,31.07,4
GCSIR,0.13,0.63,0.07,0.00,0
GPR55,0.38,1.82,0.01,0.52,1
AC012507.1,0.00,0.01,0.00,0.00,0
AC012507.3,0.02,0.02,0.00,0.00,0
SPATA3-AS1,0.00,0.05,0.02,0.00,0
SPATA3,0.17,0.13,0.01,0.00,0
C2orf72,1.74,0.43,8.73,1.04,3
AC009407.1,0.00,0.05,0.72,0.00,0
PSMD1,32.45,26.63,39.22,22.45,4
HTR2B,0.59,1.35,0.31,0.00,1
ARMC9,24.59,11.11,18.95,6.79,4
AC017104.1,0.85,1.74,2.82,0.26,2
B3GNT7,3.31,3.25,18.79,6.53,4
AC017104.3,0.11,0.36,0.02,0.00,0
NCL,50.14,51.67,80.53,56.66,4
LINC00471,1.59,1.26,1.92,0.52,3
AC017104.6,0.17,0.37,0.19,0.26,0
NMUR1,1.83,2.95,1.73,1.57,4
AC104634.2,0.74,0.17,0.00,0.00,0
TEX44,0.00,0.00,0.01,0.00,0
PTMA,77.47,92.15,96.16,90.08,4
PDE6D,14.92,14.38,5.47,8.09,4
COPS7B,8.57,8.22,14.96,10.97,4
AC073476.3,0.59,0.59,0.64,0.00,0
NPPC,0.21,0.21,0.04,0.52,0
DIS3L2,43.87,39.04,12.87,10.70,4
AC019130.1,0.79,4.87,0.01,0.00,1
ALPP,0.02,0.02,0.21,0.00,0
AC068134.1,0.00,0.01,0.00,0.00,0
ALPG,0.00,0.00,0.04,0.00,0
ECEL1,0.00,0.01,0.02,0.00,0
CHRND,0.06,0.22,0.01,0.00,0
CHRNG,0.09,0.50,0.02,0.00,0
TIGD1,1.68,1.90,2.08,1.83,4
EIF4E2,17.24,15.37,42.50,22.98,4
AC073254.1,0.34,1.15,0.04,0.00,1
EFHD1,15.34,7.84,38.52,25.07,4
GIGYF2,49.78,44.26,34.64,25.59,4
AC064852.1,0.06,0.69,0.00,0.00,0
KCNJ13,0.26,1.46,0.08,0.26,1
SNORC,43.23,64.20,99.99,35.25,4
NGEF,16.94,2.55,29.60,8.09,4
AC106876.1,0.00,0.00,0.02,0.00,0
INPP5D,34.45,56.96,2.30,8.36,4
ATG16L1,16.92,20.99,15.28,5.74,4
SAG,0.42,0.89,0.15,0.78,0
AC013726.1,0.21,0.32,0.07,0.26,0
DGKD,39.30,43.08,9.87,14.88,4
USP40,25.59,19.84,29.73,15.93,4
UGT1A8,0.00,0.09,0.00,0.00,0
UGT1A7,0.00,0.02,0.00,0.00,0
AC114812.2,0.00,0.06,0.00,0.00,0
UGT1A1,0.00,0.01,0.00,0.00,0
MROH2A,0.02,0.03,0.00,0.00,0
HJURP,0.94,0.46,3.10,0.78,1
TRPM8,0.38,0.37,0.14,0.26,0
AC005538.3,0.02,0.00,0.03,0.00,0
SPP2,0.02,0.02,0.00,0.26,0
AC097713.3,0.25,0.05,0.42,0.00,0
AC097713.1,0.17,0.22,0.00,0.00,0
LINC01891,0.34,0.76,0.00,0.00,0
ARL4C,15.60,27.43,6.29,14.88,4
LINC01173,0.04,0.04,0.00,0.00,0
AC010148.1,2.25,1.65,0.39,0.26,2
SH3BP4,20.77,6.72,47.50,17.49,4
AGAP1,47.76,22.35,19.92,11.23,4
AGAP1-IT1,0.17,0.05,0.42,0.00,0
AC064874.1,0.06,0.14,0.00,0.00,0
GBX2,0.11,0.00,0.56,0.78,0
AC019068.1,0.87,0.15,0.05,0.26,0
ASB18,0.08,0.07,0.00,0.00,0
IQCA1,12.05,3.64,21.25,4.96,4
AC093915.1,0.00,0.00,0.01,0.00,0
IQCA1-AS1,0.04,0.02,0.01,0.00,0
ACKR3,10.14,6.03,38.63,14.10,4
AC084030.1,0.02,0.04,0.05,0.00,0
AC012063.1,7.18,4.17,2.94,2.35,4
AC105760.1,0.40,0.13,0.45,0.00,0
COPS8,9.25,12.10,39.81,21.41,4
AC112715.1,0.00,0.04,0.02,0.00,0
COL6A3,37.36,11.48,52.07,30.55,4
AC112721.1,0.79,0.01,0.10,0.00,0
AC112721.2,2.64,0.07,0.03,0.00,1
MLPH,3.74,0.43,3.30,3.39,3
PRLH,0.00,0.00,0.03,0.00,0
RAB17,0.59,0.50,1.01,0.78,1
AC104667.2,0.02,0.09,0.10,0.26,0
AC104667.1,0.04,0.34,0.00,0.00,0
LRRFIP1,60.40,62.42,29.11,42.56,4
AC012076.1,1.08,2.46,0.19,2.61,3
RBM44,1.96,1.52,0.10,0.52,2
RAMP1,8.97,6.30,59.53,22.72,4
UBE2F,17.66,18.53,22.05,16.45,4
SCLY,10.37,8.02,4.86,3.92,4
ESPNL,0.96,0.68,5.33,0.00,1
KLHL30,0.15,0.19,0.31,1.04,1
ERFE,0.32,0.28,0.20,0.52,0
ILKAP,28.35,21.21,16.22,11.75,4
LINC02610,0.21,0.22,0.10,2.35,1
AC012485.1,0.57,0.74,0.10,1.04,1
HES6,0.74,1.95,2.47,0.26,2
PER2,37.07,19.15,54.68,26.37,4
AC012485.3,2.25,0.59,2.74,1.31,3
AC012485.2,0.00,0.02,0.00,0.00,0
TRAF3IP1,17.03,9.55,12.89,10.44,4
ASB1,5.31,6.65,20.10,7.83,4
LINC01107,0.04,0.14,0.00,0.00,0
LINC01937,0.17,0.40,0.01,0.00,0
AC113618.2,0.06,0.08,0.00,0.00,0
AC145625.2,0.02,0.02,0.00,0.00,0
TWIST2,6.69,3.89,1.74,3.13,4
LINC01940,0.02,0.01,0.05,0.26,0
HDAC4,53.77,38.57,10.89,10.70,4
AC017028.1,0.40,1.16,0.01,0.00,1
AC017028.2,0.02,0.02,0.00,0.26,0
HDAC4-AS1,0.98,1.22,1.32,1.31,3
AC023787.2,0.11,0.10,0.00,0.00,0
AC079612.2,0.02,0.01,0.00,0.00,0
AC093802.2,0.00,0.04,0.01,0.26,0
AC093802.1,0.13,0.20,0.02,0.26,0
NDUFA10,26.80,31.48,54.45,32.38,4
COPS9,8.12,22.68,69.58,43.60,4
OTOS,0.13,0.10,6.85,0.78,1
AC124861.2,0.00,0.00,0.02,0.00,0
AC124861.1,0.53,0.19,0.07,0.00,0
GPC1,20.30,7.50,93.04,25.07,4
AC110619.1,0.08,0.05,0.25,0.26,0
ANKMY1,18.85,30.35,5.69,4.70,4
AC124862.1,0.00,0.02,0.00,0.00,0
DUSP28,2.06,3.38,6.25,3.66,4
RNPEPL1,6.33,18.43,24.73,10.44,4
CAPN10-DT,2.13,1.87,2.96,1.83,4
CAPN10,3.51,5.63,7.80,4.70,4
GPR35,2.15,1.08,0.34,0.26,2
